rho,extra_budget,motion_weight,scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
0.5,0.0,0.5,translation,RA-MTM,defined,13,0.0,0.0,2.0724163126336257e-15,0.0,0.0,0.0,,0,0.0,7.105427357601002e-15,0.0,0.0,0.043140666908584535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
0.5,0.0,2.0,translation,RA-MTM,defined,13,0.0,0.0,3.2566542055671257e-15,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.046347292023710907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
0.5,1.0,0.0,translation,RA-MTM,defined,13,2.319776937517085e-06,6.6119949022120436e-15,5.526443500356335e-15,0.0,1.7603191797978012e-07,2.5582976153177846e-14,,0,0.0,0.00028915873537727066,0.0,-0.9999953155353154,0.07106983300764114,1.9331474479309043e-08,3.9037205705009606e-08,9.86864910777917e-17,5.921189464667501e-17,5.5099957518433694e-17,0.0,0.0,0.0,,,,,,,,
0.5,1.0,0.5,translation,RA-MTM,defined,13,1.9701453787126284e-06,3.1804735536569396e-08,2.0445484827133796e-06,0.0,1.4987181806192635e-07,1.8497845427625704e-14,,0,0.0,0.00028915873534884895,0.0,-0.9999953155353367,0.07500266702845693,1.641787815593857e-08,3.2555791810532736e-08,3.1563960235637803e-09,1.7038801842701376e-09,2.6503946280474495e-10,0.0,0.0,0.0,,,,,,,,
0.5,1.0,2.0,translation,RA-MTM,defined,13,1.3414816800186659e-06,9.110997477456016e-08,5.864473482238471e-06,0.0,1.042382888350715e-07,8.917727927486178e-15,,0,0.0,0.00028915873534884895,0.0,-0.9999953155353367,0.06759400002192706,1.117901400015555e-08,2.1990680500276014e-08,8.831832192328719e-09,4.544736670947853e-09,7.592497897880013e-10,0.0,0.0,0.0,,,,,,,,
0.5,3.0,0.0,translation,RA-MTM,defined,13,1.5959248591603006e-07,1.9737298215558337e-16,9.86864910777917e-16,0.0,5.502198736340309e-09,2.629367201077811e-17,,0,0.0,1.5833279341848083e-05,0.0,-2.9999997428568292,0.09596804191824049,1.3299373826335838e-09,2.1428597563044605e-09,2.467162276944792e-18,2.467162276944792e-18,1.644774851296528e-18,0.0,0.0,0.0,,,,,,,,
0.5,3.0,0.5,translation,RA-MTM,defined,13,1.5682386944604332e-07,1.6796111168559946e-09,2.7580231570172805e-07,0.0,4.489713910858898e-09,1.9314665920441802e-17,,0,0.0,1.5833279341848083e-05,0.0,-2.9999997428568292,0.10143725003581494,1.3068655787170276e-09,1.8564175559750613e-09,1.6699729747197504e-10,2.4994456710098127e-11,1.3996759307133289e-11,0.0,0.0,0.0,,,,,,,,
0.5,3.0,2.0,translation,RA-MTM,defined,13,1.641621598771974e-07,1.9296977448056573e-08,6.82354454421367e-07,0.0,1.2887342702385619e-08,9.808217392704896e-18,,0,0.0,2.7660332030166046e-05,0.0,-2.999999643052675,0.10550412500742823,1.368017998976645e-09,2.974533555762567e-09,1.8492973448876644e-09,1.8492973448876644e-09,1.6080814540047145e-10,0.0,0.0,0.0,,,,,,,,
1.0,0.0,0.0,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.049205916933715343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,0.0,0.5,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.05200441705528647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,0.0,2.0,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.04855004092678428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,1.0,0.0,translation,RA-MTM,defined,13,4.672096083096332e-06,4.342205607422835e-15,3.552713678800501e-15,0.0,3.6789125198147924e-07,9.911698518428153e-14,,0,0.0,0.0005177320086531267,0.0,-0.9999921544477814,0.07136191695462912,3.893413402580277e-08,6.537960176207965e-08,6.003428207232328e-17,6.003428207232329e-17,3.6185046728523623e-17,0.0,0.0,0.0,,,,,,,,
1.0,1.0,0.5,translation,RA-MTM,defined,13,3.973232625735334e-06,6.348632395100948e-08,4.31290028895464e-06,0.0,3.133308353749491e-07,7.188612595639094e-14,,0,0.0,0.0005177320086531267,0.0,-0.9999921544478028,0.06924820807762444,3.3110271881127784e-08,5.482048774041459e-08,6.3091839629257785e-09,1.0987915885804809e-09,5.290526995917457e-10,0.0,0.0,0.0,,,,,,,,
1.0,1.0,2.0,translation,RA-MTM,defined,13,2.7091309425085724e-06,1.8173411634829031e-07,1.2367513655951888e-05,0.0,2.181545432988404e-07,3.483869673238768e-14,,0,0.0,0.0005177320086531267,0.0,-0.9999921544478028,0.06522791704628617,2.2576091187571435e-08,4.261332319899226e-08,1.7721213047611823e-08,3.01087719118882e-09,1.514450969569086e-09,0.0,0.0,0.0,,,,,,,,
1.0,3.0,0.0,translation,RA-MTM,defined,13,4.652080338729547e-06,7.59885981298996e-15,5.329070518200751e-15,0.0,3.5368483359197347e-07,6.553271206670093e-14,,0,0.0,0.0005759748818547905,0.0,-2.9999907016174063,0.0703595420345664,3.876733615607956e-08,7.74865215073343e-08,5.427757009278543e-17,3.6185046728523623e-17,6.332383177491633e-17,0.0,0.0,0.0,,,,,,,,
1.0,3.0,0.5,translation,RA-MTM,defined,13,3.935547596165488e-06,6.512324714059838e-08,4.27322745465296e-06,0.0,2.9943658576903915e-07,4.660924998011118e-14,,0,0.0,0.0005759748818405797,0.0,-2.9999907016174276,0.06959216599352658,3.2796229968045734e-08,6.504573319669287e-08,6.468698370369979e-09,2.6881919143359356e-09,5.426937261716531e-10,0.0,0.0,0.0,,,,,,,,
1.0,3.0,2.0,translation,RA-MTM,defined,13,2.661010003616837e-06,1.848974913916853e-07,1.2098704577054617e-05,0.0,2.0657394457350472e-07,2.191730533836293e-14,,0,0.0,0.0005759748818405797,0.0,-2.9999907016174276,0.06823425006587058,2.217508336347364e-08,4.431407680508908e-08,1.797494052532308e-08,7.685341834534005e-09,1.540812428264044e-09,0.0,0.0,0.0,,,,,,,,
0.0,0.0,0.0,topology_change,RA-MTM,defined,11,3.717122978739663,0.025466185705824172,0.025466185705824172,2.0185873175002847e-17,0.1387220992020333,0.01826293609328816,0.4603837895866931,0,0.0,0.0,7.002762148337595,1.4210854715202004e-14,0.068504250026308,0.030976024822830524,0.05755765018773461,0.000822278266471171,9.085274424996811e-05,0.00021221821421520142,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,0.5,topology_change,RA-MTM,defined,11,3.7171259741001355,0.02545342616798214,0.02545342616798214,2.0185873175002847e-17,0.1387221897643248,0.01826298430836853,0.4603837895866931,0,0.0,0.0,7.002762148337595,1.4210854715202004e-14,0.06820237496867776,0.030976049784167795,0.05755765018773461,0.0008209782826784011,8.95527604571981e-05,0.0002121118847331845,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,2.0,topology_change,RA-MTM,defined,11,3.7171392931609457,0.025431646309051814,0.025431646309051814,2.0185873175002847e-17,0.13872239516732834,0.018263125478572586,0.4603837895866931,0,0.0,0.0,7.002762148337595,7.105427357601002e-15,0.11829100002069026,0.030976160776341213,0.05755765018773461,0.0008171356941143222,8.571017189311636e-05,0.0002119303859087651,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,0.0,topology_change,RA-MTM,defined,11,3.717122791119222,0.025162409618260283,0.025162409618260283,2.0185873175002847e-17,0.13870935407904603,0.01825871625016418,0.4870972797278199,0,0.0,0.0,7.002762148337595,-0.9541327411777516,0.06818916602060199,0.03097602325932685,0.057819165370258815,0.0008041074362855601,2.0526504851403617e-09,0.0002096867468188357,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,0.5,topology_change,RA-MTM,defined,11,3.7171259253602345,0.02515161632632177,0.02515161632632177,2.0185873175002847e-17,0.1387094451595649,0.018258767474057164,0.4870208321310301,0,0.0,0.0,7.002762148337595,-0.9542091887745414,0.0648857910418883,0.030976049378001955,0.05781881058416998,0.0008032792023259587,2.7584265886263875e-09,0.0002095968027193481,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,2.0,topology_change,RA-MTM,defined,11,3.7171390344299273,0.025119691797800315,0.025119691797800315,2.0185873175002847e-17,0.13870966521824088,0.01825891885343007,0.4867983541198342,0,0.0,0.0,7.002762148337595,-0.9544316667857373,0.07014020893257111,0.030976158620249394,0.05781756669129503,0.0008007961427742235,3.00742602724983e-08,0.0002093307649816693,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,0.0,topology_change,RA-MTM,defined,11,3.717122816689333,0.02516245255063678,0.02516245255063678,2.0185873175002847e-17,0.13870935395975145,0.018258716348674157,0.48709678746953244,0,0.0,0.0,7.002762148337595,-2.9541328749068683,0.059344458975829184,0.03097602347241111,0.05781916481522196,0.0008041097658392723,1.87089455705447e-09,0.00020968710458863985,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,0.5,topology_change,RA-MTM,defined,11,3.717125979965847,0.0251516616319881,0.0251516616319881,2.0185873175002847e-17,0.13870944475161784,0.018258767599520106,0.4870203802340498,0,0.0,0.0,7.002762148337595,-2.954209282142351,0.06179783307015896,0.030976049833048726,0.0578188095510123,0.0008032805024629219,4.405346721488476e-09,0.0002095971802665675,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,2.0,topology_change,RA-MTM,defined,11,3.717139503163174,0.025119884581191788,0.025119884581191788,2.0185873175002847e-17,0.13870965804439062,0.018258918800185084,0.4867935200587823,0,0.0,0.0,7.002762148337595,-2.9544361423176184,0.060336166992783546,0.030976162526359784,0.0578175398980214,0.0008008115457584642,4.238038932384096e-09,0.00020933237150993158,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,0.0,topology_change,RA-MTM,defined,11,3.055077325519548,0.02691521984137184,0.027870602317820837,2.0185873175002847e-17,0.13138499094267578,0.015993795989418236,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,0.3605282499920577,0.0254589777126629,0.046370150187734646,0.000496768237591787,9.085244226923583e-05,0.00022429349867809868,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,0.5,topology_change,RA-MTM,defined,11,3.0550805220302806,0.026902642598646765,0.027858025075096916,2.0185873175002847e-17,0.13138508293342382,0.015993847345062692,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,1.439062915975228,0.025459004350252338,0.046370150187734646,0.0004954685584562631,8.955276313371785e-05,0.00022418868832205636,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,2.0,topology_change,RA-MTM,defined,11,3.055094025925891,0.02688082388175479,0.02783620636202446,2.0185873175002847e-17,0.13138529661364542,0.015994000777300937,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,2.1316282072803006e-14,0.752369083929807,0.02545911688271576,0.046370150187734646,0.0004916251636060139,8.570936828346273e-05,0.0002240068656812899,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,0.0,topology_change,RA-MTM,defined,11,3.055077396707108,0.0267029092478559,0.02685967919647858,2.0185873175002847e-17,0.13137152929062132,0.015989468180060428,0.4084557842966561,0,0.0,1.4849999999999994,5.675262148337595,-0.9541327316023285,0.09407587500754744,0.025458978305892565,0.046631665581307845,0.00048400410395739245,6.190234177102146e-11,0.0002225242437321325,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,0.5,topology_change,RA-MTM,defined,11,3.0550805592009955,0.026695638914556417,0.026845901686193406,2.0185873175002847e-17,0.13137162551151135,0.01598952315448348,0.4085181540377647,0,0.0,1.4849999999999994,5.675262148337595,-0.9542092789390111,0.0962374999653548,0.025459004660008295,0.04663130970141082,0.000482907343598642,3.978041303772291e-11,0.00022246365762130347,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,2.0,topology_change,RA-MTM,defined,11,3.0550941667667244,0.026669774089747467,0.026809773804731752,2.0185873175002847e-17,0.13137184930420417,0.01598968776445198,0.40883279759522395,0,0.0,1.4849999999999994,5.675262148337595,-0.9544360329888306,0.09053149993997067,0.02545911805638937,0.046630039525416694,0.00047966170504694833,2.086913098627482e-09,0.00022224811741456223,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,0.0,topology_change,RA-MTM,defined,11,3.055077584555498,0.026702938361901386,0.026859422270768984,2.0185873175002847e-17,0.13137152601587895,0.01598946818048893,0.4084512402168059,0,0.0,1.4849999999999994,5.675262148337595,-2.9541366178559443,0.09419520793017,0.025458979871295816,0.04663165682607502,0.0004840055204260407,6.329902760467594e-09,0.00022252448634917823,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,0.5,topology_change,RA-MTM,defined,11,3.055080585087705,0.02669565182193523,0.026846979409861936,2.0185873175002847e-17,0.13137162503336178,0.0159895231476573,0.4085181223958543,0,0.0,1.4849999999999994,5.675262148337595,-2.9542092518709353,0.09229499998036772,0.025459004875730877,0.04663130972702266,0.0004829078852078794,4.80429126703541e-09,0.00022246376518279357,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,2.0,topology_change,RA-MTM,defined,11,3.055094231214692,0.026669752482854924,0.02681057664950597,2.0185873175002847e-17,0.13137184804177876,0.015989687724379798,0.4088324671568344,0,0.0,1.4849999999999994,5.675262148337595,-2.954436134737975,0.09394341695588082,0.025459118593455766,0.04663003996906677,0.00047966307474230844,4.850579956953519e-09,0.00022224793735712436,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,0.0,topology_change,RA-MTM,defined,11,2.393031844830837,0.03286517294814972,0.032908298391585156,2.0185873175002847e-17,0.13792333365168943,0.01772831735731673,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.08513316698372364,0.019941932040256974,0.035182650187734636,0.0005061214415233557,9.085470836925458e-05,0.00027387644123458104,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,0.5,topology_change,RA-MTM,defined,11,2.393033741197274,0.03285259578259625,0.032903147074778615,2.0185873175002847e-17,0.13792344269999193,0.017728368404241527,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.08656920795328915,0.019941947843310617,0.035182650187734636,0.0005048260589306793,8.95593257765781e-05,0.0002737716315216354,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,2.0,topology_change,RA-MTM,defined,11,2.393048489507864,0.03283074194984588,0.03287361951214649,2.0185873175002847e-17,0.1379236259563643,0.017728522401552673,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.08729591604787856,0.019942070745898866,0.035182650187734636,0.0005009768997754064,8.571016662130522e-05,0.0002735895162487157,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,0.0,topology_change,RA-MTM,defined,11,2.3930319254589305,0.03265453660483839,0.03158730373288234,2.0185873175002847e-17,0.1379105097544329,0.017723977943105616,0.4609566083601493,0,0.0,2.969999999999999,4.347762148337594,-0.9541318637624343,0.1022018330404535,0.019941932712157755,0.03544417140502349,0.0004887232153246838,1.1943295530336684e-09,0.00027212113837365325,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,0.5,topology_change,RA-MTM,defined,11,2.393035089395801,0.03263182652715413,0.03157187178084939,2.0185873175002847e-17,0.13791060143386044,0.01772403289514936,0.46101812245685636,0,0.0,2.969999999999999,4.347762148337594,-0.954209261244003,0.10531495802570134,0.01994195907829834,0.03544380976542418,0.00048779222504582813,8.409093051516455e-11,0.0002719318877262844,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,2.0,topology_change,RA-MTM,defined,11,2.3930486750942555,0.03257268267654308,0.03153965363939415,2.0185873175002847e-17,0.1379108148018741,0.017724197814245585,0.46133214771088404,0,0.0,2.969999999999999,4.347762148337594,-0.9544359572845593,0.10729891702067107,0.01994207229245213,0.035442542270797045,0.00048509472372854523,2.3470939910138118e-09,0.00027143902230452563,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,0.0,topology_change,RA-MTM,defined,11,2.393031941419843,0.032654505306799475,0.03158707576537632,2.0185873175002847e-17,0.13791050948179637,0.017723977941312717,0.46095596846551956,0,0.0,2.969999999999999,4.347762148337594,-2.9541321571008368,0.10336920898407698,0.01994193284516536,0.035444166422402015,0.0004887232397160556,9.84055408270734e-10,0.0002721208775566623,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,0.5,topology_change,RA-MTM,defined,11,2.393035128398679,0.03263181430991171,0.03157154110273756,2.0185873175002847e-17,0.13791060074441241,0.017724032887902374,0.46101799757413886,0,0.0,2.969999999999999,4.347762148337594,-2.954209137267128,0.1084125000052154,0.019941959403322326,0.035443810041704306,0.0004877920328934889,6.437664653210126e-10,0.0002719317859159309,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,2.0,topology_change,RA-MTM,defined,11,2.3930486018527692,0.032572649775484665,0.03153977278104758,2.0185873175002847e-17,0.13791081597907448,0.01772419780067322,0.4613326927042749,0,0.0,2.970000000000006,4.347762148337594,-2.954435700193045,0.11068704095669091,0.01994207168210641,0.03544254848301835,0.0004850955900150574,5.369866988106746e-10,0.00027143874812903885,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,0.0,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.022872333065606654,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,0.0,0.5,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.02080508298240602,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,0.0,2.0,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.022747374954633415,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,0.0,crowding,RA-MTM,defined,11,5.512575757575757,0.04008333333333347,0.04008333333333347,5.0464682937507114e-17,0.2437358813968352,2.839393307302214e-33,,0,0.0,0.0,5.712500000000006,-0.9999999999999929,0.024555542040616274,0.045938131313131306,0.047590625000000046,0.0018326388888889483,3.848773152033876e-17,0.0003340277777777789,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,0.5,crowding,RA-MTM,defined,11,5.512575757575757,0.04008333333333347,0.04008333333333347,5.0464682937507114e-17,0.2437358813968353,0.0,,0,0.0,0.0,5.712500000000006,-1.0,0.025780125055462122,0.045938131313131306,0.04759062500000004,0.00183263888888896,3.256654205567126e-17,0.0003340277777777789,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,2.0,crowding,RA-MTM,defined,11,5.512575757575757,0.04008333333333347,0.04008333333333347,5.0464682937507114e-17,0.2437358813968352,2.839393307302214e-33,,0,0.0,0.0,5.712500000000006,-0.9999999999999929,0.02389941702131182,0.045938131313131306,0.047590625000000046,0.0018326388888889483,3.848773152033876e-17,0.0003340277777777789,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,0.0,crowding,RA-MTM,defined,11,5.512575757575757,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683505,8.932776444534685e-33,,0,0.0,0.0,5.712500000000006,-2.999999999999986,0.023913833079859614,0.045938131313131306,0.04759062500000004,0.0018326388888889363,2.0724163126336253e-17,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,0.5,crowding,RA-MTM,defined,11,5.512575757575755,0.04008333333333347,0.04008333333333347,5.0464682937507114e-17,0.24373588139683525,5.821346378718465e-33,,0,0.0,0.0,5.712500000000006,-3.0,0.024055332993157208,0.04593813131313129,0.04759062500000004,0.001832638888888954,2.664535259100376e-17,0.0003340277777777789,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,2.0,crowding,RA-MTM,defined,11,5.512575757575755,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.2437358813968352,6.183516838379469e-33,,0,0.0,0.0,5.712500000000006,-3.0,0.0232955829706043,0.04593813131313129,0.04759062500000004,0.0018326388888889483,2.0724163126336253e-17,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,0.0,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.04008333333333312,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000003,1.9249999999999972,0.0,0.02553629199974239,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,0.5,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.04008333333333312,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000003,1.9249999999999972,0.0,0.02544029091950506,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,2.0,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.04008333333333312,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000003,1.9249999999999972,0.0,0.02446241700090468,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,1.0,0.0,crowding,RA-MTM,defined,11,2.8634848484848496,0.012333333333332775,0.04008333333333347,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.030074500013142824,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
