scene,mode,t,feature,q,x,width,true_measure
translation,RelativeWidth,9,2,68.2,68.20000918120763,5.46,91
translation,RelativeWidth,10,0,32.1,32.10002016582721,4.68,78
translation,RelativeWidth,10,1,48.199999999999996,48.20004875418381,4.859999999999999,81
translation,RelativeWidth,10,2,69.2,69.20000918014776,5.46,91
translation,RelativeWidth,11,0,33.099999999999994,33.100020165473936,4.68,78
translation,RelativeWidth,11,1,49.199999999999996,49.20004875383054,4.859999999999999,81
translation,RelativeWidth,11,2,70.2,70.20000917979445,5.46,91
translation,RelativeWidth,12,0,34.1,34.10002016535617,4.68,78
translation,RelativeWidth,12,1,50.199999999999996,50.20004875371277,4.859999999999999,81
translation,RelativeWidth,12,2,71.2,71.20000917967666,5.46,91
translation,OldTime,0,0,22.099999999999998,22.100045381322097,4.68,78
translation,OldTime,0,1,38.199999999999996,38.200083256491766,4.859999999999999,81
translation,OldTime,0,2,59.199999999999996,59.20004326850997,5.46,91
translation,OldTime,1,0,23.099999999999998,22.766688788330367,4.68,78
translation,OldTime,1,1,39.199999999999996,38.86671629973569,4.859999999999999,81
translation,OldTime,1,2,60.19999999999999,59.866670859841655,5.46,91
translation,OldTime,2,0,24.099999999999998,23.655567112234376,4.68,78
translation,OldTime,2,1,40.199999999999996,39.75559260816505,4.859999999999999,81
translation,OldTime,2,2,61.19999999999999,60.755547169655195,5.46,91
translation,OldTime,3,0,25.099999999999998,24.618526018421665,4.68,78
translation,OldTime,3,1,41.199999999999996,40.71855095415007,4.859999999999999,81
translation,OldTime,3,2,62.19999999999999,61.718505885090096,5.46,91
translation,OldTime,4,0,26.099999999999998,25.606178856766586,4.68,78
translation,OldTime,4,1,42.199999999999996,41.70620360925561,4.859999999999999,81
translation,OldTime,4,2,63.199999999999996,62.70615872754393,5.46,91
translation,OldTime,5,0,27.1,26.602063098424043,4.68,78
translation,OldTime,5,1,43.199999999999996,42.70208778906323,4.859999999999999,81
translation,OldTime,5,2,64.2,63.70204297977274,5.46,91
translation,OldTime,6,0,28.1,27.600691167046094,4.68,78
translation,OldTime,6,1,44.199999999999996,43.700715836847436,4.859999999999999,81
translation,OldTime,6,2,65.2,64.7006710531319,5.46,91
translation,OldTime,7,0,29.1,28.60023385268802,4.68,78
translation,OldTime,7,1,45.199999999999996,44.70025851550348,4.859999999999999,81
translation,OldTime,7,2,66.2,65.70021374050904,5.46,91
translation,OldTime,8,0,30.1,29.600081413278183,4.68,78
translation,OldTime,8,1,46.199999999999996,45.70010607375884,4.859999999999999,81
translation,OldTime,8,2,67.2,66.70006130169735,5.46,91
translation,OldTime,9,0,31.1,30.600030599712483,4.68,78
translation,OldTime,9,1,47.199999999999996,46.700055259413986,4.859999999999999,81
translation,OldTime,9,2,68.2,67.70001048833349,5.46,91
translation,OldTime,10,0,32.1,31.60001366171432,4.68,78
translation,OldTime,10,1,48.199999999999996,47.700038321156015,4.859999999999999,81
translation,OldTime,10,2,69.2,68.69999355040291,5.46,91
translation,OldTime,11,0,33.099999999999994,32.600008015667306,4.68,78
translation,OldTime,11,1,49.199999999999996,48.70003267502237,4.859999999999999,81
translation,OldTime,11,2,70.2,69.69998790437843,5.46,91
translation,OldTime,12,0,34.1,33.600006133635766,4.68,78
translation,OldTime,12,1,50.199999999999996,49.70003079296195,4.859999999999999,81
translation,OldTime,12,2,71.2,70.69998602235445,5.46,91
translation,NoTime,0,0,22.099999999999998,22.100045381322097,4.68,78
translation,NoTime,0,1,38.199999999999996,38.200083256491766,4.859999999999999,81
translation,NoTime,0,2,59.199999999999996,59.20004326850997,5.46,91
translation,NoTime,1,0,23.099999999999998,23.100045381322097,4.68,78
translation,NoTime,1,1,39.199999999999996,39.200083256491766,4.859999999999999,81
translation,NoTime,1,2,60.19999999999999,60.200043268509965,5.46,91
translation,NoTime,2,0,24.099999999999998,24.100045381322097,4.68,78
translation,NoTime,2,1,40.199999999999996,40.200083256491766,4.859999999999999,81
translation,NoTime,2,2,61.19999999999999,61.200043268509965,5.46,91
translation,NoTime,3,0,25.099999999999998,25.100045381322097,4.68,78
translation,NoTime,3,1,41.199999999999996,41.200083256491766,4.859999999999999,81
translation,NoTime,3,2,62.19999999999999,62.200043268509965,5.46,91
translation,NoTime,4,0,26.099999999999998,26.100045381322097,4.68,78
translation,NoTime,4,1,42.199999999999996,42.200083256491766,4.859999999999999,81
translation,NoTime,4,2,63.199999999999996,63.20004326850997,5.46,91
translation,NoTime,5,0,27.1,27.1000453813221,4.68,78
translation,NoTime,5,1,43.199999999999996,43.200083256491766,4.859999999999999,81
translation,NoTime,5,2,64.2,64.20004326850997,5.46,91
translation,NoTime,6,0,28.1,28.1000453813221,4.68,78
translation,NoTime,6,1,44.199999999999996,44.200083256491766,4.859999999999999,81
translation,NoTime,6,2,65.2,65.20004326850997,5.46,91
translation,NoTime,7,0,29.1,29.1000453813221,4.68,78
translation,NoTime,7,1,45.199999999999996,45.200083256491766,4.859999999999999,81
translation,NoTime,7,2,66.2,66.20004326850997,5.46,91
translation,NoTime,8,0,30.1,30.1000453813221,4.68,78
translation,NoTime,8,1,46.199999999999996,46.200083256491766,4.859999999999999,81
translation,NoTime,8,2,67.2,67.20004326850997,5.46,91
translation,NoTime,9,0,31.1,31.1000453813221,4.68,78
translation,NoTime,9,1,47.199999999999996,47.200083256491766,4.859999999999999,81
translation,NoTime,9,2,68.2,68.20004326850997,5.46,91
translation,NoTime,10,0,32.1,32.1000453813221,4.68,78
translation,NoTime,10,1,48.199999999999996,48.200083256491766,4.859999999999999,81
translation,NoTime,10,2,69.2,69.20004326850997,5.46,91
translation,NoTime,11,0,33.099999999999994,33.10004538132209,4.68,78
translation,NoTime,11,1,49.199999999999996,49.200083256491766,4.859999999999999,81
translation,NoTime,11,2,70.2,70.20004326850997,5.46,91
translation,NoTime,12,0,34.1,34.1000453813221,4.68,78
translation,NoTime,12,1,50.199999999999996,50.200083256491766,4.859999999999999,81
translation,NoTime,12,2,71.2,71.20004326850997,5.46,91
translation,NoReferencePenalty,0,0,22.099999999999998,22.100000591217764,4.68,78
translation,NoReferencePenalty,0,1,38.199999999999996,38.19999005479701,4.859999999999999,81
translation,NoReferencePenalty,0,2,59.199999999999996,59.20000935398521,5.46,91
translation,NoReferencePenalty,1,0,23.099999999999998,23.099845024968836,4.68,78
translation,NoReferencePenalty,1,1,39.199999999999996,39.199906429240144,4.859999999999999,81
translation,NoReferencePenalty,1,2,60.19999999999999,60.19973852709612,5.46,91
translation,NoReferencePenalty,2,0,24.099999999999998,24.099676912003524,4.68,78
translation,NoReferencePenalty,2,1,40.199999999999996,40.1997485575612,4.859999999999999,81
translation,NoReferencePenalty,2,2,61.19999999999999,61.19955393474795,5.46,91
translation,NoReferencePenalty,3,0,25.099999999999998,25.099506892679777,4.68,78
translation,NoReferencePenalty,3,1,41.199999999999996,41.19957996184329,4.859999999999999,81
translation,NoReferencePenalty,3,2,62.19999999999999,62.19938156454862,5.46,91
translation,NoReferencePenalty,4,0,26.099999999999998,26.099336490696693,4.68,78
translation,NoReferencePenalty,4,1,42.199999999999996,42.19940972321172,4.859999999999999,81
translation,NoReferencePenalty,4,2,63.199999999999996,63.19921083249648,5.46,91
translation,NoReferencePenalty,5,0,27.1,27.099165924062376,4.68,78
translation,NoReferencePenalty,5,1,43.199999999999996,43.199239139719,4.859999999999999,81
translation,NoReferencePenalty,5,2,64.2,64.19904022486247,5.46,91
translation,NoReferencePenalty,6,0,28.1,28.098995223783472,4.68,78
translation,NoReferencePenalty,6,1,44.199999999999996,44.19906839672217,4.859999999999999,81
translation,NoReferencePenalty,6,2,65.2,65.19886952496712,5.46,91
translation,NoReferencePenalty,7,0,29.1,29.09882439408384,4.68,78
translation,NoReferencePenalty,7,1,45.199999999999996,45.198897520503095,4.859999999999999,81
translation,NoReferencePenalty,7,2,66.2,66.19869870160863,5.46,91
translation,NoReferencePenalty,8,0,30.1,30.09865343535094,4.68,78
translation,NoReferencePenalty,8,1,46.199999999999996,46.198726514601134,4.859999999999999,81
translation,NoReferencePenalty,8,2,67.2,67.19852775010784,5.46,91
translation,NoReferencePenalty,9,0,31.1,31.098482347422205,4.68,78
translation,NoReferencePenalty,9,1,47.199999999999996,47.198555379303734,4.859999999999999,81
translation,NoReferencePenalty,9,2,68.2,68.19835666957778,5.46,91
translation,NoReferencePenalty,10,0,32.1,32.0983111300557,4.68,78
translation,NoReferencePenalty,10,1,48.199999999999996,48.19838411443285,4.859999999999999,81
translation,NoReferencePenalty,10,2,69.2,69.19818545967311,5.46,91
translation,NoReferencePenalty,11,0,33.099999999999994,33.098139782997535,4.68,78
translation,NoReferencePenalty,11,1,49.199999999999996,49.19821271974329,4.859999999999999,81
translation,NoReferencePenalty,11,2,70.2,70.19801412012548,5.46,91
translation,NoReferencePenalty,12,0,34.1,34.09796830599156,4.68,78
translation,NoReferencePenalty,12,1,50.199999999999996,50.198041194979695,4.859999999999999,81
translation,NoReferencePenalty,12,2,71.2,71.19784265067683,5.46,91
translation,ReferenceOnly,0,0,22.099999999999998,22.099999999999998,4.68,78
translation,ReferenceOnly,0,1,38.199999999999996,38.19999999999993,4.859999999999999,81
translation,ReferenceOnly,0,2,59.199999999999996,59.20000000000005,5.46,91
translation,ReferenceOnly,1,0,23.099999999999998,23.099999999999998,4.68,78
translation,ReferenceOnly,1,1,39.199999999999996,39.19999999999986,4.859999999999999,81
translation,ReferenceOnly,1,2,60.19999999999999,60.20000000000012,5.46,91
translation,ReferenceOnly,2,0,24.099999999999998,24.099999999999998,4.68,78
translation,ReferenceOnly,2,1,40.199999999999996,40.200000000000244,4.859999999999999,81
translation,ReferenceOnly,2,2,61.19999999999999,61.19999999999974,5.46,91
translation,ReferenceOnly,3,0,25.099999999999998,25.099999999999998,4.68,78
translation,ReferenceOnly,3,1,41.199999999999996,41.199999999999875,4.859999999999999,81
translation,ReferenceOnly,3,2,62.19999999999999,62.2000000000001,5.46,91
translation,ReferenceOnly,4,0,26.099999999999998,26.099999999999998,4.68,78
translation,ReferenceOnly,4,1,42.199999999999996,42.19999999999933,4.859999999999999,81
translation,ReferenceOnly,4,2,63.199999999999996,63.20000000000066,5.46,91
translation,ReferenceOnly,5,0,27.1,27.1,4.68,78
translation,ReferenceOnly,5,1,43.199999999999996,43.1999999999995,4.859999999999999,81
translation,ReferenceOnly,5,2,64.2,64.2000000000005,5.46,91
translation,ReferenceOnly,6,0,28.1,28.1,4.68,78
translation,ReferenceOnly,6,1,44.199999999999996,44.200000000000045,4.859999999999999,81
translation,ReferenceOnly,6,2,65.2,65.19999999999995,5.46,91
translation,ReferenceOnly,7,0,29.1,29.1,4.68,78
translation,ReferenceOnly,7,1,45.199999999999996,45.200000000000436,4.859999999999999,81
translation,ReferenceOnly,7,2,66.2,66.19999999999956,5.46,91
translation,ReferenceOnly,8,0,30.1,30.1,4.68,78
translation,ReferenceOnly,8,1,46.199999999999996,46.1999999999992,4.859999999999999,81
translation,ReferenceOnly,8,2,67.2,67.2000000000008,5.46,91
translation,ReferenceOnly,9,0,31.1,31.1,4.68,78
translation,ReferenceOnly,9,1,47.199999999999996,47.20000000000016,4.859999999999999,81
translation,ReferenceOnly,9,2,68.2,68.19999999999985,5.46,91
translation,ReferenceOnly,10,0,32.1,32.1,4.68,78
translation,ReferenceOnly,10,1,48.199999999999996,48.19999999999944,4.859999999999999,81
translation,ReferenceOnly,10,2,69.2,69.20000000000056,5.46,91
translation,ReferenceOnly,11,0,33.099999999999994,33.099999999999994,4.68,78
translation,ReferenceOnly,11,1,49.199999999999996,49.199999999999264,4.859999999999999,81
translation,ReferenceOnly,11,2,70.2,70.20000000000073,5.46,91
translation,ReferenceOnly,12,0,34.1,34.1,4.68,78
translation,ReferenceOnly,12,1,50.199999999999996,50.199999999999,4.859999999999999,81
translation,ReferenceOnly,12,2,71.2,71.20000000000098,5.46,91
translation,LegacyObjective,0,0,22.099999999999998,22.100002486210563,4.68,78
translation,LegacyObjective,0,1,38.199999999999996,38.1999883734349,4.859999999999999,81
translation,LegacyObjective,0,2,59.199999999999996,59.20000914035453,5.46,91
translation,LegacyObjective,1,0,23.099999999999998,23.100000355172934,4.68,78
translation,LegacyObjective,1,1,39.199999999999996,39.19999833906213,4.859999999999999,81
translation,LegacyObjective,1,2,60.19999999999999,60.20000130576492,5.46,91
translation,LegacyObjective,2,0,24.099999999999998,24.100000050738984,4.68,78
translation,LegacyObjective,2,1,40.199999999999996,40.19999976272316,4.859999999999999,81
translation,LegacyObjective,2,2,61.19999999999999,61.200000186537835,5.46,91
translation,LegacyObjective,3,0,25.099999999999998,25.100000007248422,4.68,78
translation,LegacyObjective,3,1,41.199999999999996,41.199999966103306,4.859999999999999,81
translation,LegacyObjective,3,2,62.19999999999999,62.200000026648254,5.46,91
translation,LegacyObjective,4,0,26.099999999999998,26.100000001035493,4.68,78
translation,LegacyObjective,4,1,42.199999999999996,42.19999999515762,4.859999999999999,81
translation,LegacyObjective,4,2,63.199999999999996,63.20000000380689,5.46,91
translation,LegacyObjective,5,0,27.1,27.100000000147936,4.68,78
translation,LegacyObjective,5,1,43.199999999999996,43.19999999930823,4.859999999999999,81
translation,LegacyObjective,5,2,64.2,64.20000000054385,5.46,91
translation,LegacyObjective,6,0,28.1,28.10000000002114,4.68,78
translation,LegacyObjective,6,1,44.199999999999996,44.19999999990118,4.859999999999999,81
translation,LegacyObjective,6,2,65.2,65.2000000000777,5.46,91
translation,LegacyObjective,7,0,29.1,29.10000000000302,4.68,78
translation,LegacyObjective,7,1,45.199999999999996,45.199999999985884,4.859999999999999,81
translation,LegacyObjective,7,2,66.2,66.2000000000111,5.46,91
translation,LegacyObjective,8,0,30.1,30.10000000000044,4.68,78
translation,LegacyObjective,8,1,46.199999999999996,46.199999999997985,4.859999999999999,81
translation,LegacyObjective,8,2,67.2,67.2000000000016,5.46,91
translation,LegacyObjective,9,0,31.1,31.100000000000072,4.68,78
translation,LegacyObjective,9,1,47.199999999999996,47.19999999999972,4.859999999999999,81
translation,LegacyObjective,9,2,68.2,68.20000000000024,5.46,91
translation,LegacyObjective,10,0,32.1,32.10000000000003,4.68,78
translation,LegacyObjective,10,1,48.199999999999996,48.199999999999974,4.859999999999999,81
translation,LegacyObjective,10,2,69.2,69.20000000000005,5.46,91
translation,LegacyObjective,11,0,33.099999999999994,33.10000000000001,4.68,78
translation,LegacyObjective,11,1,49.199999999999996,49.2,4.859999999999999,81
translation,LegacyObjective,11,2,70.2,70.20000000000002,5.46,91
translation,LegacyObjective,12,0,34.1,34.10000000000002,4.68,78
translation,LegacyObjective,12,1,50.199999999999996,50.20000000000002,4.859999999999999,81
translation,LegacyObjective,12,2,71.2,71.20000000000003,5.46,91
translation,TightBudget,0,0,22.099999999999998,22.099999999999998,4.68,78
translation,TightBudget,0,1,38.199999999999996,38.199999999999996,4.859999999999999,81
translation,TightBudget,0,2,59.199999999999996,59.199999999999996,5.46,91
translation,TightBudget,1,0,23.099999999999998,23.099999999999998,4.68,78
translation,TightBudget,1,1,39.199999999999996,39.199999999999996,4.859999999999999,81
translation,TightBudget,1,2,60.19999999999999,60.19999999999999,5.46,91
translation,TightBudget,2,0,24.099999999999998,24.099999999999998,4.68,78
translation,TightBudget,2,1,40.199999999999996,40.199999999999996,4.859999999999999,81
translation,TightBudget,2,2,61.19999999999999,61.19999999999999,5.46,91
translation,TightBudget,3,0,25.099999999999998,25.099999999999998,4.68,78
translation,TightBudget,3,1,41.199999999999996,41.199999999999996,4.859999999999999,81
translation,TightBudget,3,2,62.19999999999999,62.19999999999999,5.46,91
translation,TightBudget,4,0,26.099999999999998,26.099999999999998,4.68,78
translation,TightBudget,4,1,42.199999999999996,42.199999999999996,4.859999999999999,81
translation,TightBudget,4,2,63.199999999999996,63.199999999999996,5.46,91
translation,TightBudget,5,0,27.1,27.1,4.68,78
translation,TightBudget,5,1,43.199999999999996,43.199999999999996,4.859999999999999,81
translation,TightBudget,5,2,64.2,64.2,5.46,91
translation,TightBudget,6,0,28.1,28.1,4.68,78
translation,TightBudget,6,1,44.199999999999996,44.199999999999996,4.859999999999999,81
translation,TightBudget,6,2,65.2,65.2,5.46,91
translation,TightBudget,7,0,29.1,29.1,4.68,78
translation,TightBudget,7,1,45.199999999999996,45.199999999999996,4.859999999999999,81
translation,TightBudget,7,2,66.2,66.2,5.46,91
translation,TightBudget,8,0,30.1,30.1,4.68,78
translation,TightBudget,8,1,46.199999999999996,46.199999999999996,4.859999999999999,81
translation,TightBudget,8,2,67.2,67.2,5.46,91
translation,TightBudget,9,0,31.1,31.1,4.68,78
translation,TightBudget,9,1,47.199999999999996,47.199999999999996,4.859999999999999,81
translation,TightBudget,9,2,68.2,68.2,5.46,91
translation,TightBudget,10,0,32.1,32.1,4.68,78
translation,TightBudget,10,1,48.199999999999996,48.199999999999996,4.859999999999999,81
translation,TightBudget,10,2,69.2,69.2,5.46,91
translation,TightBudget,11,0,33.099999999999994,33.099999999999994,4.68,78
translation,TightBudget,11,1,49.199999999999996,49.199999999999996,4.859999999999999,81
translation,TightBudget,11,2,70.2,70.2,5.46,91
translation,TightBudget,12,0,34.1,34.1,4.68,78
translation,TightBudget,12,1,50.199999999999996,50.199999999999996,4.859999999999999,81
translation,TightBudget,12,2,71.2,71.2,5.46,91
translation,LooseBudget,0,0,22.099999999999998,22.099999177876487,4.68,78
translation,LooseBudget,0,1,38.199999999999996,38.19999880622563,4.859999999999999,81
translation,LooseBudget,0,2,59.199999999999996,59.19999896113612,5.46,91
translation,LooseBudget,1,0,23.099999999999998,23.10000010868344,4.68,78
translation,LooseBudget,1,1,39.199999999999996,39.20000027642182,4.859999999999999,81
translation,LooseBudget,1,2,60.19999999999999,60.2000002077975,5.46,91
translation,LooseBudget,2,0,24.099999999999998,24.100000055994656,4.68,78
translation,LooseBudget,2,1,40.199999999999996,40.20000007463226,4.859999999999999,81
translation,LooseBudget,2,2,61.19999999999999,61.20000006700732,5.46,91
translation,LooseBudget,3,0,25.099999999999998,25.100000020861188,4.68,78
translation,LooseBudget,3,1,41.199999999999996,41.20000002293204,4.859999999999999,81
translation,LooseBudget,3,2,62.19999999999999,62.20000002208482,5.46,91
translation,LooseBudget,4,0,26.099999999999998,26.10000000719779,4.68,78
translation,LooseBudget,4,1,42.199999999999996,42.20000000742785,4.859999999999999,81
translation,LooseBudget,4,2,63.199999999999996,63.20000000733372,5.46,91
translation,LooseBudget,5,0,27.1,27.09999984700331,4.68,78
translation,LooseBudget,5,1,43.199999999999996,43.19999972305449,4.859999999999999,81
translation,LooseBudget,5,2,64.2,64.19999976817468,5.46,91
translation,LooseBudget,6,0,28.1,28.099999690337743,4.68,78
translation,LooseBudget,6,1,44.199999999999996,44.20000021379647,4.859999999999999,81
translation,LooseBudget,6,2,65.2,65.20000000408214,5.46,91
translation,LooseBudget,7,0,29.1,29.099999958796964,4.68,78
translation,LooseBudget,7,1,45.199999999999996,45.20000001695344,4.859999999999999,81
translation,LooseBudget,7,2,66.2,66.19999999365412,5.46,91
translation,LooseBudget,8,0,30.1,30.099999993155667,4.68,78
translation,LooseBudget,8,1,46.199999999999996,46.19999999961728,4.859999999999999,81
translation,LooseBudget,8,2,67.2,67.19999999702854,5.46,91
translation,LooseBudget,9,0,31.1,31.099999998484105,4.68,78
translation,LooseBudget,9,1,47.199999999999996,47.199999999202,4.859999999999999,81
translation,LooseBudget,9,2,68.2,68.1999999989144,5.46,91
translation,LooseBudget,10,0,32.1,32.099999999579765,4.68,78
translation,LooseBudget,10,1,48.199999999999996,48.199999999659504,4.859999999999999,81
translation,LooseBudget,10,2,69.2,69.19999999962755,5.46,91
translation,LooseBudget,11,0,33.099999999999994,33.099999999869375,4.68,78
translation,LooseBudget,11,1,49.199999999999996,49.1999999998782,4.859999999999999,81
translation,LooseBudget,11,2,70.2,70.19999999987466,5.46,91
translation,LooseBudget,12,0,34.1,34.099999999957525,4.68,78
translation,LooseBudget,12,1,50.199999999999996,50.19999999995846,4.859999999999999,81
translation,LooseBudget,12,2,71.2,71.19999999995811,5.46,91
growth,Full,0,0,35.7,35.70000015537647,11.52,192
growth,Full,0,1,72.20000000000002,72.200000087517,10.26,171
growth,Full,1,0,35.7,35.700000043566774,11.52,192
growth,Full,1,1,73.0,73.00000003739773,10.74,179
growth,Full,2,0,35.7,35.700000013774506,11.52,192
growth,Full,2,1,73.9,73.90000001321368,11.28,188
growth,Full,3,0,35.7,35.70000000452353,11.52,192
growth,Full,3,1,74.70000000000002,74.70000000447256,11.76,196
growth,Full,4,0,35.7,35.700000001501664,11.52,192
growth,Full,4,1,75.49999999999999,75.500000001497,12.24,204
growth,Full,5,0,35.7,35.7000000005,11.52,192
growth,Full,5,1,76.4,76.40000000049957,12.78,213
growth,Full,6,0,35.7,35.70000000016661,11.52,192
growth,Full,6,1,77.20000000000002,77.2000000001666,13.26,221
growth,Full,7,0,35.7,35.70000000005554,11.52,192
growth,Full,7,1,78.1,78.10000000005552,13.799999999999999,230
growth,Full,8,0,35.7,35.70000000001851,11.52,192
growth,Full,8,1,78.9,78.90000000001852,14.28,238
growth,Full,9,0,35.7,35.70000000000616,11.52,192
growth,Full,9,1,79.80000000000001,79.80000000000618,14.82,247
growth,Full,10,0,35.7,35.700000000002056,11.52,192
growth,Full,10,1,80.60000000000001,80.60000000000207,15.299999999999999,255
growth,RelativeWidth,0,0,35.7,35.70000015537647,11.52,192
growth,RelativeWidth,0,1,72.20000000000002,72.200000087517,10.26,171
growth,RelativeWidth,1,0,35.7,35.70000004356677,11.271590296495955,192
growth,RelativeWidth,1,1,73.0,73.00000003739771,10.508409703504041,179
growth,RelativeWidth,2,0,35.7,35.70000001377449,11.004631578947368,192
growth,RelativeWidth,2,1,73.9,73.90000001321367,10.775368421052631,188
growth,RelativeWidth,3,0,35.7,35.70000000452352,10.777731958762885,192
growth,RelativeWidth,3,1,74.70000000000002,74.70000000447256,11.002268041237114,196
growth,RelativeWidth,4,0,35.7,35.700000001501664,10.559999999999999,192
growth,RelativeWidth,4,1,75.49999999999999,75.50000000149701,11.219999999999999,204
growth,RelativeWidth,5,0,35.7,35.70000000049999,10.325333333333331,192
growth,RelativeWidth,5,1,76.4,76.40000000049956,11.454666666666665,213
growth,RelativeWidth,6,0,35.7,35.70000000016661,10.125326876513316,192
growth,RelativeWidth,6,1,77.20000000000002,77.20000000016657,11.654673123486681,221
growth,RelativeWidth,7,0,35.7,35.700000000055525,9.909383886255924,192
growth,RelativeWidth,7,1,78.1,78.1000000000555,11.870616113744077,230
growth,RelativeWidth,8,0,35.7,35.70000000001851,9.725023255813952,192
growth,RelativeWidth,8,1,78.9,78.90000000001851,12.054976744186046,238
growth,RelativeWidth,9,0,35.7,35.70000000000617,9.525649202733485,192
growth,RelativeWidth,9,1,79.80000000000001,79.8000000000062,12.254350797266515,247
growth,RelativeWidth,10,0,35.7,35.70000000000207,9.355167785234901,192
growth,RelativeWidth,10,1,80.60000000000001,80.60000000000205,12.4248322147651,255
growth,OldTime,0,0,35.7,35.70000015537647,11.52,192
growth,OldTime,0,1,72.20000000000002,72.200000087517,10.26,171
growth,OldTime,1,0,35.7,35.603030832821055,11.52,192
