scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
translation_growth,RA-MTM,defined,11,2.256659953045218e-06,1.4350251250997796e-07,9.88769723484495e-06,3.364312195833808e-17,1.5132549380511948e-07,1.8140574576784218e-14,,0,0.0,0.00029536478668035215,0.0,-0.9999953155353367,0.0967677499866113,1.8805499608710148e-08,3.668825245976374e-08,3.526389232967454e-09,3.4595862668456648e-09,1.195854270916483e-09,3.122502256758253e-17,3.608224830031759e-17,,0.00013398518650107463,0.00023725777560660078,0.0001660153069532792,0.00011789610812572548,0.00022022743309992184,0.003297267994314968,0.0019242261586527407,
hierarchy_conflict,TMTM,defined,11,7.874533928233898,0.0,0.0,0.0,0.35313589791128935,0.12335487672443012,0.0,0,0.0,0.0,,,0.03140379092656076,0.06562111606861581,0.12988990691828897,0.0,0.0,0.0,0.0,0.0,0.0,0.06562111606861581,0.12988990691828897,0.0,0.0,0.0,0.0,0.0,0.0
hierarchy_conflict,ST-MTM,defined,11,3.652966147976979,1.7763568394002506e-16,3.552713678800501e-16,3.2802043909379626e-16,0.13009513968503245,0.016924745369668096,7.105427357601002e-15,0,0.0,2.248997792302216,,,0.2760104169137776,0.030441384566474824,0.04596986584314588,1.4802973661668754e-17,1.4802973661668754e-17,1.4802973661668755e-18,3.608224830031761e-16,3.33066907387547e-16,1.4432899320127045e-15,0.030644123382035218,0.04700106787453606,0.0,0.0,0.0,0.0,0.0,0.0
hierarchy_conflict,RA-MTM,defined,11,3.0161760751924307,1.8921554101325456e-09,2.2887478756672407e-08,0.0,0.13531233351533442,0.016946083197303227,3.388376512702962e-08,0,0.0,1.2750000000000057,5.297378358750912,-0.9808456208877772,0.1435701249865815,0.02513480062660359,0.04430443948219279,1.5645578314386436e-10,1.62910559116843e-11,1.5767961751104547e-11,0.0,0.0,0.0,0.025120695119965467,0.044522831115836624,0.0,0.0,0.0,0.0,0.0,0.0
topology_change,TMTM,defined,11,7.663690781042004,0.08677303497599995,0.08411871398834565,2.5232341468753557e-17,0.3378681087216806,0.11342649381900426,0.19999999999998863,0,0.0,0.10000000000000142,,,0.028606375097297132,0.0638640898420167,0.12988990691828897,0.0022935275080598746,0.0014334095313666645,0.0007231086247999996,2.5153490401663703e-17,1.0096090630185018e-16,0.0,0.0638640898420167,0.12988990691828897,0.0022935275080598746,0.0014334095313666645,0.0007231086247999996,2.5153490401663703e-17,1.0096090630185018e-16,0.0
topology_change,ST-MTM,defined,11,3.580543881933274,0.07640983806504975,0.06751361749440213,0.061983793250065575,0.12629528330068038,0.015956779075461322,0.5793932609538359,0,0.0,2.55310140888675,,,0.22221091703977436,0.029837865682777284,0.0492034230564143,0.0029865741223948352,0.0029865741223948352,0.0006367486505420813,0.06554098062973857,0.06554096228856478,0.09415254329987299,0.030109741645614044,0.05054278434477468,0.002986574122394862,0.002986574122394862,0.0006908509820708224,0.0659901764860548,0.06592770916683978,0.10354067894084033
topology_change,RA-MTM,defined,11,3.0550805592009955,0.026695638914556417,0.026845901686193406,2.0185873175002847e-17,0.13137162551151135,0.01598952315448348,0.4085181540377647,0,0.0,1.4849999999999994,5.675262148337595,-0.9542092789390111,0.1258815829642117,0.025459004660008295,0.04663130970141082,0.000482907343598642,3.978041303772291e-11,0.00022246365762130347,2.0556473190325163e-17,1.231653667943533e-16,0.0,0.025503287282090857,0.04663885817595032,0.000458645924881725,0.00010331351805457819,0.0002483494657795878,0.006570822616295278,0.004639432942888047,0.01342302033214055
crowding,TMTM,defined,11,22.418939393939397,0.17875000000000227,0.17291666666666855,6.055761952500853e-17,1.4501661903695802,1.1531378902818242e-32,,0,0.0,0.10000000000000853,,,0.014877500012516975,0.18682449494949496,0.19406250000000008,0.007975694444444506,0.001392361111111097,0.0014895833333333523,6.873841773558098e-17,8.109832250191573e-17,,0.18682449494949496,0.19406250000000008,0.007975694444444506,0.001392361111111097,0.0014895833333333523,6.873841773558098e-17,8.109832250191573e-17,
crowding,ST-MTM,defined,11,7.961901007176693,0.05853795688852585,0.05853795688852585,0.03654193424579643,0.0017826967254127846,5.89511869363385e-33,,0,0.0,0.0,,,0.03831954195629805,0.06634917505980578,0.0686966385095818,0.0025970432654303125,5.9027777777789225e-05,0.0004878163074043821,0.04128206196298351,0.04128206196298354,,0.06632574915008237,0.06859461567017917,0.0026160120033243248,0.0001628050626039042,0.0004768952725967276,0.04170743292145178,0.04169255199254263,
crowding,RA-MTM,defined,11,2.8634848484848496,0.012333333333332775,0.04008333333333312,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.04865841590799391,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,0.023894634547724433,0.024469830510774605,0.0005791792189111818,0.0001078797562829011,0.0002477321147479028,0.0011185452801344572,0.0010410973348995412,
summary_only,ST-MTM,skeleton_only,11,3.580543881933274,0.07640983806504975,0.06751361749440213,0.061983793250065575,0.12629528330068038,0.015956779075461322,0.5793932609538359,0,0.0,2.55310140888675,,,0.1987501250114292,0.029837865682777284,0.0492034230564143,0.0029865741223948352,0.0029865741223948352,0.0006367486505420813,0.06554098062973857,0.06554096228856478,0.09415254329987299,,,,,,,,
summary_only,RA-MTM,skeleton_only,11,3.0550805592009955,0.026695638914556417,0.026845901686193406,2.0185873175002847e-17,0.13137162551151135,0.01598952315448348,0.4085181540377647,0,0.0,1.4849999999999994,5.675262148337595,-0.9542092789390111,0.11956962500698864,0.025459004660008295,0.04663130970141082,0.000482907343598642,3.978041303772291e-11,0.00022246365762130347,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
