scene,method,t,feature,q,measure,x,center,width,order
static,RA-MTM,0,2,59.199999999999996,91,59.20004326850997,59.20001437219138,5.46,"(0, 1, 2)"
static,RA-MTM,1,0,22.099999999999998,78,22.100029916372833,22.100052737186065,4.68,"(0, 1, 2)"
static,RA-MTM,1,1,38.199999999999996,81,38.20005953651629,38.20119257317662,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,1,2,59.199999999999996,91,59.20001991738618,59.199604241624954,5.46,"(0, 1, 2)"
static,RA-MTM,2,0,22.099999999999998,78,22.100023565358608,22.100046385368856,4.68,"(0, 1, 2)"
static,RA-MTM,2,1,38.199999999999996,81,38.20005226832991,38.20118530686563,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,2,2,59.199999999999996,91,59.20001268957926,59.19959698910484,5.46,"(0, 1, 2)"
static,RA-MTM,3,0,22.099999999999998,78,22.100021315343167,22.10004413509472,4.68,"(0, 1, 2)"
static,RA-MTM,3,1,38.199999999999996,81,38.20004991642517,38.20118295563757,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,3,2,59.199999999999996,91,59.200010341963406,59.19959463346285,5.46,"(0, 1, 2)"
static,RA-MTM,4,0,22.099999999999998,78,22.10002055052002,22.100043370186338,4.68,"(0, 1, 2)"
static,RA-MTM,4,1,38.199999999999996,81,38.200049140287355,38.20118217973105,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,4,2,59.199999999999996,91,59.20000956623662,59.19959385508407,5.46,"(0, 1, 2)"
static,RA-MTM,5,0,22.099999999999998,78,22.10002029391957,22.10004311355758,4.68,"(0, 1, 2)"
static,RA-MTM,5,1,38.199999999999996,81,38.20004888243185,38.201181921953285,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,5,2,59.199999999999996,91,59.200009308404994,59.19959359637099,5.46,"(0, 1, 2)"
static,RA-MTM,6,0,22.099999999999998,78,22.10002020819739,22.100043027825976,4.68,"(0, 1, 2)"
static,RA-MTM,6,1,38.199999999999996,81,38.20004879657093,38.20118183611836,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,6,2,59.199999999999996,91,59.20000922253947,59.19959351021192,5.46,"(0, 1, 2)"
static,RA-MTM,7,0,22.099999999999998,78,22.100020179600925,22.10004299922637,4.68,"(0, 1, 2)"
static,RA-MTM,7,1,38.199999999999996,81,38.200048767959295,38.20118180751539,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,7,2,59.199999999999996,91,59.2000091939249,59.19959348149952,5.46,"(0, 1, 2)"
static,RA-MTM,8,0,22.099999999999998,78,22.100020170065804,22.100042989690206,4.68,"(0, 1, 2)"
static,RA-MTM,8,1,38.199999999999996,81,38.20004875842256,38.20118179798154,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,8,2,59.199999999999996,91,59.200009184387035,59.19959347192905,5.46,"(0, 1, 2)"
static,RA-MTM,9,0,22.099999999999998,78,22.10002016688694,22.100042986510992,4.68,"(0, 1, 2)"
static,RA-MTM,9,1,38.199999999999996,81,38.20004875524354,38.2011817948035,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,9,2,59.199999999999996,91,59.20000918120762,59.19959346873877,5.46,"(0, 1, 2)"
static,RA-MTM,10,0,22.099999999999998,78,22.10002016582721,22.100042985451147,4.68,"(0, 1, 2)"
static,RA-MTM,10,1,38.199999999999996,81,38.20004875418381,38.20118179374408,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,10,2,59.199999999999996,91,59.20000918014775,59.19959346767528,5.46,"(0, 1, 2)"
static,RA-MTM,11,0,22.099999999999998,78,22.10002016547394,22.100042985097836,4.68,"(0, 1, 2)"
static,RA-MTM,11,1,38.199999999999996,81,38.200048753830536,38.201181793390916,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,11,2,59.199999999999996,91,59.200009179794435,59.19959346732075,5.46,"(0, 1, 2)"
static,RA-MTM,12,0,22.099999999999998,78,22.10002016535617,22.100042984980053,4.68,"(0, 1, 2)"
static,RA-MTM,12,1,38.199999999999996,81,38.20004875371277,38.201181793273186,4.859999999999999,"(0, 1, 2)"
static,RA-MTM,12,2,59.199999999999996,91,59.200009179676655,59.19959346720257,5.46,"(0, 1, 2)"
translation,TMTM,0,0,22.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,0,1,38.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,0,2,59.199999999999996,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,1,0,23.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,1,1,39.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,1,2,60.19999999999999,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,2,0,24.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,2,1,40.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,2,2,61.19999999999999,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,3,0,25.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,3,1,41.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,3,2,62.19999999999999,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,4,0,26.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,4,1,42.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,4,2,63.199999999999996,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,5,0,27.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,5,1,43.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,5,2,64.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,6,0,28.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,6,1,44.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,6,2,65.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,7,0,29.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,7,1,45.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,7,2,66.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,8,0,30.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,8,1,46.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,8,2,67.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,9,0,31.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,9,1,47.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,9,2,68.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,10,0,32.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,10,1,48.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,10,2,69.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,11,0,33.099999999999994,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,11,1,49.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,11,2,70.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,12,0,34.1,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,12,1,50.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,TMTM,12,2,71.2,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation,ST-MTM,0,0,22.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,0,1,38.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,0,2,59.199999999999996,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,1,0,23.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,1,1,39.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,1,2,60.19999999999999,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,2,0,24.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,2,1,40.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,2,2,61.19999999999999,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,3,0,25.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,3,1,41.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,3,2,62.19999999999999,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,4,0,26.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,4,1,42.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,4,2,63.199999999999996,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,5,0,27.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,5,1,43.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,5,2,64.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,6,0,28.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,6,1,44.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,6,2,65.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,7,0,29.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,7,1,45.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,7,2,66.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,8,0,30.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,8,1,46.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,8,2,67.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,9,0,31.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,9,1,47.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,9,2,68.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,10,0,32.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,10,1,48.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,10,2,69.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,11,0,33.099999999999994,78,22.099999999999998,22.099999999999998,4.68,"(0, 1, 2)"
translation,ST-MTM,11,1,49.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,11,2,70.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,ST-MTM,12,0,34.1,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation,ST-MTM,12,1,50.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation,ST-MTM,12,2,71.2,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation,RA-MTM,0,0,22.099999999999998,78,22.100045381322097,22.10013186999522,4.68,"(0, 1, 2)"
translation,RA-MTM,0,1,38.199999999999996,81,38.200083256491766,38.20161592635239,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,0,2,59.199999999999996,91,59.20004326850997,59.20001437219138,5.46,"(0, 1, 2)"
translation,RA-MTM,1,0,23.099999999999998,78,23.10002991637283,23.100052737186065,4.68,"(0, 1, 2)"
translation,RA-MTM,1,1,39.199999999999996,81,39.20005953651629,39.20119257317661,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,1,2,60.19999999999999,91,60.20001991738617,60.199604241624954,5.46,"(0, 1, 2)"
translation,RA-MTM,2,0,24.099999999999998,78,24.100023565358608,24.100046385368856,4.68,"(0, 1, 2)"
translation,RA-MTM,2,1,40.199999999999996,81,40.20005226832991,40.20118530686563,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,2,2,61.19999999999999,91,61.20001268957925,61.19959698910483,5.46,"(0, 1, 2)"
translation,RA-MTM,3,0,25.099999999999998,78,25.100021315343163,25.100044135094716,4.68,"(0, 1, 2)"
translation,RA-MTM,3,1,41.199999999999996,81,41.20004991642517,41.20118295563756,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,3,2,62.19999999999999,91,62.2000103419634,62.199594633462844,5.46,"(0, 1, 2)"
translation,RA-MTM,4,0,26.099999999999998,78,26.10002055052002,26.100043370186338,4.68,"(0, 1, 2)"
translation,RA-MTM,4,1,42.199999999999996,81,42.200049140287355,42.20118217973105,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,4,2,63.199999999999996,91,63.20000956623662,63.19959385508407,5.46,"(0, 1, 2)"
translation,RA-MTM,5,0,27.1,78,27.100020293919574,27.100043113557582,4.68,"(0, 1, 2)"
translation,RA-MTM,5,1,43.199999999999996,81,43.20004888243185,43.2011819219533,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,5,2,64.2,91,64.200009308405,64.19959359637099,5.46,"(0, 1, 2)"
translation,RA-MTM,6,0,28.1,78,28.100020208197392,28.10004302782598,4.68,"(0, 1, 2)"
translation,RA-MTM,6,1,44.199999999999996,81,44.20004879657093,44.20118183611835,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,6,2,65.2,91,65.20000922253948,65.19959351021193,5.46,"(0, 1, 2)"
translation,RA-MTM,7,0,29.1,78,29.10002017960093,29.10004299922638,4.68,"(0, 1, 2)"
translation,RA-MTM,7,1,45.199999999999996,81,45.200048767959295,45.20118180751538,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,7,2,66.2,91,66.20000919392491,66.19959348149953,5.46,"(0, 1, 2)"
translation,RA-MTM,8,0,30.1,78,30.100020170065807,30.100042989690206,4.68,"(0, 1, 2)"
translation,RA-MTM,8,1,46.199999999999996,81,46.20004875842256,46.20118179798154,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,8,2,67.2,91,67.20000918438704,67.19959347192906,5.46,"(0, 1, 2)"
translation,RA-MTM,9,0,31.1,78,31.100020166886942,31.100042986510996,4.68,"(0, 1, 2)"
translation,RA-MTM,9,1,47.199999999999996,81,47.20004875524354,47.201181794803496,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,9,2,68.2,91,68.20000918120763,68.19959346873878,5.46,"(0, 1, 2)"
translation,RA-MTM,10,0,32.1,78,32.10002016582721,32.10004298545115,4.68,"(0, 1, 2)"
translation,RA-MTM,10,1,48.199999999999996,81,48.20004875418381,48.201181793744084,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,10,2,69.2,91,69.20000918014776,69.19959346767529,5.46,"(0, 1, 2)"
translation,RA-MTM,11,0,33.099999999999994,78,33.100020165473936,33.10004298509783,4.68,"(0, 1, 2)"
translation,RA-MTM,11,1,49.199999999999996,81,49.20004875383054,49.201181793390916,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,11,2,70.2,91,70.20000917979445,70.19959346732077,5.46,"(0, 1, 2)"
translation,RA-MTM,12,0,34.1,78,34.10002016535617,34.10004298498006,4.68,"(0, 1, 2)"
translation,RA-MTM,12,1,50.199999999999996,81,50.20004875371277,50.20118179327319,4.859999999999999,"(0, 1, 2)"
translation,RA-MTM,12,2,71.2,91,71.20000917967666,71.19959346720258,5.46,"(0, 1, 2)"
growth,TMTM,0,0,35.7,192,35.65000000000001,35.750000000000014,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,0,1,72.20000000000002,171,72.25,72.25,34.2,"(np.int64(0), np.int64(1))"
growth,TMTM,1,0,35.7,192,34.85000000000001,34.95000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,1,1,73.0,179,72.25,72.25,35.800000000000004,"(np.int64(0), np.int64(1))"
growth,TMTM,2,0,35.7,192,33.85000000000001,33.95000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
