rho,extra_budget,motion_weight,scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
0.5,1.0,0.5,translation,RA-MTM,defined,13,2.9640984844074108e-05,2.605766062480086e-06,2.6220085643815752e-05,0.0,1.1078821814800524e-06,1.0976115365863967e-12,,0,0.0,0.0015326698606230593,0.0,-0.9999167435082299,0.03276987501885742,2.470082070339509e-07,4.4162623795548e-07,2.4971847247236534e-07,2.497184724723654e-07,2.171471718733405e-08,0.0,0.0,0.0,,,,,,,,
0.5,1.0,2.0,translation,RA-MTM,defined,13,1.8881117060578263e-05,4.123863599344209e-06,4.2279542424318426e-05,0.0,5.870986171535512e-07,3.1001974452521054e-13,,0,0.0,0.0015326698606230593,0.0,-0.9999167435082299,0.031564165954478085,1.5734264217148553e-07,3.8671897780358705e-07,3.468561677400362e-07,3.4685616774003626e-07,3.4365529994535076e-08,0.0,0.0,0.0,,,,,,,,
0.5,3.0,0.0,translation,RA-MTM,defined,13,9.708043989666621e-07,1.9737298215558337e-16,3.0592812234115426e-15,0.0,7.329127212581187e-08,3.5429989662322433e-15,,0,0.0,1.28593268797772e-05,0.0,-2.9999985056750162,0.0466094589792192,8.090036658055518e-09,1.2452708197940865e-08,1.3158198810372225e-17,1.3158198810372225e-17,1.644774851296528e-18,0.0,0.0,0.0,,,,,,,,
0.5,3.0,0.5,translation,RA-MTM,defined,13,2.084928639534703e-07,8.240524391251509e-08,8.387631868068802e-07,0.0,2.093764397651797e-08,2.767987354991815e-16,,0,0.0,1.28593268797772e-05,0.0,-2.9999985056750162,0.04813100001774728,1.7374405329455859e-09,2.9998170347767086e-09,8.034059078092598e-09,2.4031752464558228e-09,6.867103659376257e-10,0.0,0.0,0.0,,,,,,,,
0.5,3.0,2.0,translation,RA-MTM,defined,13,6.587481223318238e-05,7.91335602102884e-06,0.00016940296504832888,0.0,3.3982651906133525e-06,6.48384783018273e-12,,0,0.0,0.002356318144926206,0.0,-2.999866359769918,0.041210707975551486,5.489567686098532e-07,1.1076541687119837e-06,5.934725022601247e-07,5.503364059240896e-07,6.594463350857367e-08,0.0,0.0,0.0,,,,,,,,
1.0,0.0,0.0,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.021860708948224783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,0.0,0.5,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.021748083061538637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,0.0,2.0,translation,RA-MTM,defined,13,0.0,0.0,4.934324553889585e-16,0.0,0.0,0.0,,0,0.0,1.4210854715202004e-14,0.0,0.0,0.021779875038191676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1.0,1.0,0.0,translation,RA-MTM,defined,13,5.3579631629037e-05,8.881784197001252e-16,1.578983857244667e-15,0.0,3.817996363834815e-06,1.074365123512826e-11,,0,0.0,0.003082196396903214,0.0,-0.9999026274886944,0.03782870795112103,4.46496930241975e-07,8.114375942132786e-07,2.3026847918151394e-17,1.3158198810372223e-17,7.401486830834377e-18,0.0,0.0,0.0,,,,,,,,
1.0,1.0,0.5,translation,RA-MTM,defined,13,3.516450438276126e-05,1.737115131739131e-06,5.8617226056354196e-05,0.0,2.5598309173008613e-06,4.8169874802601815e-12,,0,0.0,0.0030821963968961086,0.0,-0.9999026274886944,0.041547292028553784,2.9303753652301054e-07,5.142791831502792e-07,1.6624767655190505e-07,8.424529511692397e-08,1.4475959431159424e-08,0.0,0.0,0.0,,,,,,,,
1.0,1.0,2.0,translation,RA-MTM,defined,13,1.8708900727532204e-05,3.5501634304916743e-06,0.00011830125561947587,0.0,1.5144879747480708e-06,1.6865464147825939e-12,,0,0.0,0.0030821963968961086,0.0,-0.9999026274886944,0.03147983399685472,1.5590750606276837e-07,3.7863141687447914e-07,3.148052095505007e-07,1.3255155906468886e-07,2.9584695254097286e-08,0.0,0.0,0.0,,,,,,,,
1.0,3.0,0.0,translation,RA-MTM,defined,13,6.164585878975205e-05,7.993605777301127e-15,5.329070518200751e-15,0.0,4.23272104147422e-06,1.0824066564640009e-11,,0,0.0,0.0035256930629543604,0.0,-2.9998825465293777,0.033641917048953474,5.137154899146005e-07,9.787789218525708e-07,8.22387425648264e-17,4.4408920985006264e-17,6.661338147750939e-17,0.0,0.0,0.0,,,,,,,,
1.0,3.0,0.5,translation,RA-MTM,defined,13,4.000729480634318e-05,2.0186582198415217e-06,7.159647159010124e-05,0.0,2.7124531958467636e-06,4.2882206652696564e-12,,0,0.0,0.0035256930629401495,0.0,-2.999882546529399,0.03222679195459932,3.3339412338619315e-07,6.465184915841841e-07,1.953481470247427e-07,7.460639156670263e-08,1.6822151832012683e-08,0.0,0.0,0.0,,,,,,,,
1.0,3.0,2.0,translation,RA-MTM,defined,13,2.1278778892253333e-05,4.128454202994507e-06,0.0001374128877187846,0.0,1.602794285982286e-06,1.4914070382497176e-12,,0,0.0,0.0035256930629401495,0.0,-2.999882546529399,0.031183750019408762,1.7732315743544444e-07,4.231344956136716e-07,3.6512320931734753e-07,1.5743375022813376e-07,3.440378502495423e-08,0.0,0.0,0.0,,,,,,,,
0.0,0.0,0.0,topology_change,RA-MTM,defined,11,4.016693282788314,0.027600335292787825,0.027600335292787825,2.0185873175002847e-17,0.13496832656707525,0.01807103445555475,0.4603837895866931,0,0.0,0.0,7.002762148337595,7.105427357601002e-15,0.03759449999779463,0.033472444023235945,0.05755765018773461,0.000939088247470922,0.00020766272524971912,0.0002300027941065652,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,0.5,topology_change,RA-MTM,defined,11,4.016704797045988,0.027569453366217456,0.027569453366217456,2.0185873175002847e-17,0.13496867519018244,0.018071165894823923,0.4603837895866931,0,0.0,0.0,7.002762148337595,7.105427357601002e-15,0.03209350001998246,0.033472539975383235,0.05755765018773461,0.000932327705062658,0.00020090218284145515,0.00022974544471847882,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,2.0,topology_change,RA-MTM,defined,11,4.016761283441999,0.027458445922581554,0.027458445922581554,2.0185873175002847e-17,0.13496962022427558,0.01807155421399099,0.4603837895866931,0,0.0,0.0,7.002762148337595,7.105427357601002e-15,0.03164833295159042,0.03347301069534999,0.05755765018773461,0.0009128436917642254,0.00018141816954302245,0.00022882038268817962,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,0.0,topology_change,RA-MTM,defined,11,4.0166932860097635,0.02661141371873512,0.02661141371873512,2.0185873175002847e-17,0.13496125476331147,0.018068911921358774,0.5089527420235953,0,0.0,0.0,7.002762148337595,-0.9166049852906255,0.03302741702646017,0.03347244405008136,0.05762096789110855,0.0008635747460205397,3.971275012541279e-11,0.00022176178098945934,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,0.5,topology_change,RA-MTM,defined,11,4.0167047691832884,0.026582669704792217,0.026582669704792217,2.0185873175002847e-17,0.13496139127876278,0.01806898222967675,0.5087017557080813,0,0.0,0.0,7.002762148337595,-0.9168559716061395,0.032459583948366344,0.03347253974319407,0.057622357513075685,0.0008608292858052705,5.34675382487156e-10,0.00022152224753993515,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,1.0,2.0,topology_change,RA-MTM,defined,11,4.016761451163664,0.026533975024185176,0.026533975024185176,2.0185873175002847e-17,0.13496167683435098,0.01806918614756761,0.5079072648911875,0,0.0,0.0,7.002762148337595,-0.9176504624230333,0.035647917073220015,0.03347301209303053,0.05762632943938208,0.0008527705091874342,6.924424116316885e-09,0.00022111645853487648,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,0.0,topology_change,RA-MTM,defined,11,4.016693500141578,0.026611200098870746,0.026611200098870746,2.0185873175002847e-17,0.1349612531350261,0.018068911815838164,0.5089524957148157,0,0.0,0.0,7.002762148337595,-2.916604755773214,0.037127000046893954,0.03347244583451315,0.05762097193585536,0.0008635690838422608,1.2053737719064373e-08,0.0002217600008239229,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,0.5,topology_change,RA-MTM,defined,11,4.016704759374002,0.02658261256921559,0.02658261256921559,2.0185873175002847e-17,0.13496139134168902,0.01806898223411619,0.508705000025671,0,0.0,0.0,7.002762148337595,-2.916852251462359,0.03630574990529567,0.033472539661450015,0.05762233136524951,0.0008608259301137037,9.237209908826334e-09,0.00022152177141012992,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,3.0,2.0,topology_change,RA-MTM,defined,11,4.016761303307077,0.02653404186202657,0.02653404186202657,2.0185873175002847e-17,0.13496167798208333,0.018069186230906784,0.5079059741247676,0,0.0,0.0,7.002762148337595,-2.9176512773632624,0.030788582982495427,0.033473010860892306,0.057626334455258645,0.0008527757738708952,3.1844513611230713e-09,0.00022111701551688807,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,0.0,topology_change,RA-MTM,defined,11,3.3546466865947995,0.029049537160177684,0.03000491625568502,2.0185873175002847e-17,0.12741524941216534,0.015978714224452153,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,0.427876333007589,0.02795538905495666,0.046370150187734646,0.0006135789980152237,0.00020766320269267836,0.00024207947633481404,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,0.5,topology_change,RA-MTM,defined,11,3.354657850516283,0.029018659927158463,0.029974081604281545,2.0185873175002847e-17,0.12741562165490497,0.015978857953742816,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,0.47274633310735226,0.027955482087635694,0.046370150187734646,0.0006068183648980164,0.00020090256957546514,0.00024182216605965386,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,0.0,2.0,topology_change,RA-MTM,defined,11,3.354715643578808,0.02890772001464379,0.02986293837122762,2.0185873175002847e-17,0.1274166114732737,0.01597929466896245,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,0.24090350000187755,0.027955963696490067,0.046370150187734646,0.0005873384798813897,0.0001814226845588444,0.00024089766678869827,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,0.0,topology_change,RA-MTM,defined,11,3.35464767269419,0.027935710786502987,0.02740893706907759,2.0185873175002847e-17,0.12740774987153658,0.01597650677810441,0.42645266655176073,0,0.0,1.4849999999999994,5.675262148337595,-0.9166049543206896,0.052887207944877446,0.027955397272451585,0.04652096768162857,0.000563530100857732,4.6642049037852e-10,0.0002327975898875249,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,0.5,topology_change,RA-MTM,defined,11,3.3546590711951723,0.027908363025641324,0.02736169767231269,2.0185873175002847e-17,0.1274078952490121,0.0159765878916591,0.42620007570240404,0,0.0,1.4849999999999994,5.675262148337595,-0.9168575451700463,0.04901070799678564,0.027955492259959767,0.04652236858666328,0.0005597093887847792,2.066376871094159e-09,0.00023256969188034437,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,1.0,2.0,topology_change,RA-MTM,defined,11,3.354715736915192,0.02784027899383812,0.027307690800430783,2.0185873175002847e-17,0.12740819770210352,0.01597683714140093,0.4254062771639653,0,0.0,1.4849999999999994,5.675262148337595,-0.917651343708485,0.05032166594173759,0.027955964474293268,0.04652633483977359,0.000548308663416474,1.9724446861009898e-09,0.000232002324948651,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,0.0,topology_change,RA-MTM,defined,11,3.354649371215699,0.027935694286259683,0.0274085458043956,2.0185873175002847e-17,0.12740773548731918,0.015976506717243277,0.42645287285741773,0,0.0,1.4850000000000065,5.675262148337595,-2.9166047954113594,0.047174875042401254,0.02795541142679749,0.04652096780281915,0.0005635255591046184,1.673636008373928e-08,0.00023279745238549736,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,0.5,topology_change,RA-MTM,defined,11,3.3546592441795196,0.0279084047142657,0.02736192500105199,2.0185873175002847e-17,0.127407893686022,0.015976587850169824,0.4262026044107685,0,0.0,1.4849999999999994,5.675262148337595,-2.9168550638580086,0.050766290980391204,0.027955493701495995,0.04652235119198257,0.0005597066041743044,6.892474294269609e-09,0.0002325700392855475,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.5,3.0,2.0,topology_change,RA-MTM,defined,11,3.354715575503991,0.02784026479090853,0.02730846011669259,2.0185873175002847e-17,0.12740819913626159,0.015976837168717558,0.4254063510941464,0,0.0,1.4849999999999994,5.675262148337595,-2.9176513171746308,0.04790050000883639,0.027955963129199922,0.046526334574056534,0.0005483068463724165,4.206711394042865e-10,0.0002320022065909044,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,0.0,topology_change,RA-MTM,defined,11,2.6926050037343807,0.034999577555074345,0.03504297698956602,2.0185873175002847e-17,0.1341471872875957,0.01773283729405053,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.04511720791924745,0.02243837503111984,0.035182650187734636,0.0006229281992080689,0.00020766146605396773,0.00029166314629228623,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,0.5,topology_change,RA-MTM,defined,11,2.69261391383884,0.03496870265165315,0.035012056122073434,2.0185873175002847e-17,0.13414755782349935,0.01773298051865426,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.04580025002360344,0.022438449281990333,0.035182650187734636,0.0006161792596946137,0.00020091252654051242,0.00029140585543044296,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,0.0,2.0,topology_change,RA-MTM,defined,11,2.6926704430881157,0.034857687848824884,0.0349010931619886,2.0185873175002847e-17,0.1341485083922998,0.017733419322238816,0.45798199385156124,0,0.0,2.969999999999999,4.347762148337594,7.105427357601002e-15,0.046774292015470564,0.02243892035906763,0.035182650187734636,0.0005966938317250339,0.0001814270985709328,0.0002904807320735407,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,0.0,topology_change,RA-MTM,defined,11,2.6926024213340827,0.033921405529269234,0.031883242476814996,2.0185873175002847e-17,0.13414009176138503,0.01773062169156207,0.46338986816483185,0,0.0,2.970000000000006,4.347762148337594,-0.9166030892912502,0.059513083077035844,0.022438353511117354,0.03542095435649122,0.0005528963272853334,6.618897330223916e-09,0.000282678379410577,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,0.5,topology_change,RA-MTM,defined,11,2.6926139113779355,0.03384609217567336,0.0318326249415712,2.0185873175002847e-17,0.13414022909219245,0.017730702528891938,0.4636296012697372,0,0.0,2.969999999999999,4.347762148337594,-0.9168560930745429,0.06812920793890953,0.022438449261482796,0.03542235829695682,0.000549345991588402,5.00759254136914e-09,0.0002820507681306113,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,1.0,2.0,topology_change,RA-MTM,defined,11,2.69267043888128,0.033699112048314196,0.03178794288511337,2.0185873175002847e-17,0.1341405175587553,0.01773095337559843,0.4648806536066914,0,0.0,2.970000000000006,4.347762148337594,-0.9176513176569472,0.07390049996320158,0.022438920324010667,0.03542633461133961,0.0005393327787156947,2.445355777869196e-09,0.00028082593373595163,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,0.0,topology_change,RA-MTM,defined,11,2.692601360722569,0.033920197303824916,0.03184377056019372,2.0185873175002847e-17,0.13414010022826306,0.01773062164691126,0.4633598885710484,0,0.0,2.969999999999999,4.347762148337594,-2.916633112368757,0.054948666016571224,0.022438344672688074,0.03542116691955346,0.0005529088432031392,2.7507660781041684e-08,0.0002826683108652076,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,0.5,topology_change,RA-MTM,defined,11,2.6926139124730413,0.03384627264909916,0.031833027748935996,2.0185873175002847e-17,0.13414022907773016,0.017730702521689765,0.463629253439926,0,0.0,2.969999999999999,4.347762148337594,-2.916856359558274,0.0539417079417035,0.022438449270608677,0.03542236011771498,0.0005493473611486273,6.5664404765482704e-09,0.0002820522720758263,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
1.0,3.0,2.0,topology_change,RA-MTM,defined,11,2.692670403434174,0.03369913099020581,0.031788338503823343,2.0185873175002847e-17,0.13414051784299338,0.01773095337746022,0.464880719222613,0,0.0,2.969999999999999,4.347762148337594,-2.917651350391033,0.055126584018580616,0.02243892002861812,0.03542633477458239,0.0005393322264689048,5.2770378896245995e-09,0.0002808260915850484,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
0.0,0.0,0.0,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.009776332997716963,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,0.0,0.5,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.009881417034193873,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,0.0,2.0,crowding,RA-MTM,defined,11,5.5125757575757595,0.04008333333333312,0.04008333333333312,5.0464682937507114e-17,0.24373588139683489,1.4627722271815344e-32,,0,0.0,0.0,5.712500000000006,0.0,0.009476375067606568,0.045938131313131327,0.04759062500000004,0.0018326388888889216,0.0,0.000334027777777776,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,0.0,crowding,RA-MTM,defined,11,6.356074510549501,0.04813774331584675,0.04813774331584675,5.0464682937507114e-17,0.15920914917759973,1.4282211365959738e-32,,0,0.0,0.0,5.712500000000006,-0.1163281456392724,0.011647833045572042,0.052967287587912505,0.05495183603521911,0.002200892318269565,9.177843670234627e-17,0.00040114786096538956,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,0.5,crowding,RA-MTM,defined,11,6.360414111510233,0.04773561056806308,0.04773561056806308,5.0464682937507114e-17,0.15877657794544445,8.545545617166933e-33,,0,0.0,0.0,5.712500000000006,-0.1163281456392724,0.01169741596095264,0.05300345092925194,0.05495331446713913,0.0021611126427961954,6.513308411134252e-17,0.000397796754733859,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,1.0,2.0,crowding,RA-MTM,defined,11,6.3729576200781395,0.046428551203754866,0.046428551203754866,5.0464682937507114e-17,0.15752908664638468,1.4416747759656776e-32,,0,0.0,0.0,5.712500000000006,-0.11170714755964184,0.01161762501578778,0.05310798016731783,0.054956482535539176,0.0020461304809237233,4.7369515717340015e-17,0.00038690459336462385,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,0.0,crowding,RA-MTM,defined,11,6.356074510549501,0.048137743315846394,0.048137743315846394,5.0464682937507114e-17,0.1592091491775997,2.9219466533693385e-33,,0,0.0,0.0,5.712500000000006,-2.1163281456392724,0.011885541956871748,0.052967287587912505,0.054951836035219116,0.002200892318269562,7.697546304067752e-17,0.00040114786096538663,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,0.5,crowding,RA-MTM,defined,11,6.360414111510235,0.04773561056806308,0.04773561056806308,5.0464682937507114e-17,0.15877657794544417,5.946426130205626e-33,,0,0.0,0.0,5.712500000000006,-2.1163281456392724,0.011801208020187914,0.05300345092925196,0.05495331446713913,0.002161112642796169,6.809367884367626e-17,0.000397796754733859,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.0,3.0,2.0,crowding,RA-MTM,defined,11,6.372957620078136,0.04642855120375522,0.04642855120375522,5.0464682937507114e-17,0.1575290866463849,1.7661777397188458e-32,,0,0.0,0.0,5.712500000000006,-2.111707147559649,0.011747834039852023,0.0531079801673178,0.054956482535539176,0.0020461304809237437,5.625129991434126e-17,0.00038690459336462684,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,0.0,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000017,1.9249999999999972,0.0,0.010026415926404297,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,0.5,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000017,1.9249999999999972,0.0,0.010001457994803786,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,0.0,2.0,crowding,RA-MTM,defined,11,1.8634848484848485,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.6093512114513968,5.745954017869805e-33,,0,0.0,3.825000000000017,1.9249999999999972,0.0,0.009971166029572487,0.015529040404040404,0.016037499999999975,0.0005638888888888616,0.0,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,1.0,0.0,crowding,RA-MTM,defined,11,2.8634848484848496,0.012333333333332775,0.04008333333333312,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.01498270791489631,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
