scene,mode,t,feature,q,x,width,true_measure
translation,OldTime,8,1,46.199999999999996,46.07500365719662,4.859999999999999,81
translation,OldTime,8,2,67.2,67.07499801079797,5.46,91
translation,OldTime,9,0,31.1,30.975000285529894,4.68,78
translation,OldTime,9,1,47.199999999999996,47.075003654615394,4.859999999999999,81
translation,OldTime,9,2,68.2,68.07499800821678,5.46,91
translation,OldTime,10,0,32.1,31.975000285243095,4.68,78
translation,OldTime,10,1,48.199999999999996,48.075003654328604,4.859999999999999,81
translation,OldTime,10,2,69.2,69.07499800792996,5.46,91
translation,OldTime,11,0,33.099999999999994,32.975000285211216,4.68,78
translation,OldTime,11,1,49.199999999999996,49.07500365429672,4.859999999999999,81
translation,OldTime,11,2,70.2,70.07499800789812,5.46,91
translation,OldTime,12,0,34.1,33.97500028520769,4.68,78
translation,OldTime,12,1,50.199999999999996,50.0750036542932,4.859999999999999,81
translation,OldTime,12,2,71.2,71.07499800789455,5.46,91
translation,NoTime,0,0,22.099999999999998,22.100000502772332,4.68,78
translation,NoTime,0,1,38.199999999999996,38.20000468446466,4.859999999999999,81
translation,NoTime,0,2,59.199999999999996,59.19999822790618,5.46,91
translation,NoTime,1,0,23.099999999999998,23.10000050277232,4.68,78
translation,NoTime,1,1,39.199999999999996,39.200004684464666,4.859999999999999,81
translation,NoTime,1,2,60.19999999999999,60.19999822790618,5.46,91
translation,NoTime,2,0,24.099999999999998,24.10000050277232,4.68,78
translation,NoTime,2,1,40.199999999999996,40.200004684464666,4.859999999999999,81
translation,NoTime,2,2,61.19999999999999,61.19999822790618,5.46,91
translation,NoTime,3,0,25.099999999999998,25.10000050277232,4.68,78
translation,NoTime,3,1,41.199999999999996,41.200004684464666,4.859999999999999,81
translation,NoTime,3,2,62.19999999999999,62.19999822790618,5.46,91
translation,NoTime,4,0,26.099999999999998,26.100000502772332,4.68,78
translation,NoTime,4,1,42.199999999999996,42.20000468446466,4.859999999999999,81
translation,NoTime,4,2,63.199999999999996,63.19999822790618,5.46,91
translation,NoTime,5,0,27.1,27.100000502772335,4.68,78
translation,NoTime,5,1,43.199999999999996,43.20000468446467,4.859999999999999,81
translation,NoTime,5,2,64.2,64.19999822790616,5.46,91
translation,NoTime,6,0,28.1,28.10000050277233,4.68,78
translation,NoTime,6,1,44.199999999999996,44.20000468446468,4.859999999999999,81
translation,NoTime,6,2,65.2,65.1999982279062,5.46,91
translation,NoTime,7,0,29.1,29.10000050277233,4.68,78
translation,NoTime,7,1,45.199999999999996,45.20000468446468,4.859999999999999,81
translation,NoTime,7,2,66.2,66.1999982279062,5.46,91
translation,NoTime,8,0,30.1,30.10000050277233,4.68,78
translation,NoTime,8,1,46.199999999999996,46.20000468446468,4.859999999999999,81
translation,NoTime,8,2,67.2,67.1999982279062,5.46,91
translation,NoTime,9,0,31.1,31.10000050277233,4.68,78
translation,NoTime,9,1,47.199999999999996,47.20000468446468,4.859999999999999,81
translation,NoTime,9,2,68.2,68.1999982279062,5.46,91
translation,NoTime,10,0,32.1,32.10000050277233,4.68,78
translation,NoTime,10,1,48.199999999999996,48.20000468446468,4.859999999999999,81
translation,NoTime,10,2,69.2,69.1999982279062,5.46,91
translation,NoTime,11,0,33.099999999999994,33.10000050277231,4.68,78
translation,NoTime,11,1,49.199999999999996,49.200004684464666,4.859999999999999,81
translation,NoTime,11,2,70.2,70.19999822790616,5.46,91
translation,NoTime,12,0,34.1,34.10000050277232,4.68,78
translation,NoTime,12,1,50.199999999999996,50.20000468446466,4.859999999999999,81
translation,NoTime,12,2,71.2,71.19999822790618,5.46,91
translation,NoReferencePenalty,0,0,22.099999999999998,22.100000591217764,4.68,78
translation,NoReferencePenalty,0,1,38.199999999999996,38.19999005479701,4.859999999999999,81
translation,NoReferencePenalty,0,2,59.199999999999996,59.20000935398521,5.46,91
translation,NoReferencePenalty,1,0,23.099999999999998,23.099845024968836,4.68,78
translation,NoReferencePenalty,1,1,39.199999999999996,39.199906429240144,4.859999999999999,81
translation,NoReferencePenalty,1,2,60.19999999999999,60.19973852709612,5.46,91
translation,NoReferencePenalty,2,0,24.099999999999998,24.099676912003524,4.68,78
translation,NoReferencePenalty,2,1,40.199999999999996,40.1997485575612,4.859999999999999,81
translation,NoReferencePenalty,2,2,61.19999999999999,61.19955393474795,5.46,91
translation,NoReferencePenalty,3,0,25.099999999999998,25.099506892679777,4.68,78
translation,NoReferencePenalty,3,1,41.199999999999996,41.19957996184329,4.859999999999999,81
translation,NoReferencePenalty,3,2,62.19999999999999,62.19938156454862,5.46,91
translation,NoReferencePenalty,4,0,26.099999999999998,26.099336490696693,4.68,78
translation,NoReferencePenalty,4,1,42.199999999999996,42.19940972321172,4.859999999999999,81
translation,NoReferencePenalty,4,2,63.199999999999996,63.19921083249648,5.46,91
translation,NoReferencePenalty,5,0,27.1,27.099165924062376,4.68,78
translation,NoReferencePenalty,5,1,43.199999999999996,43.199239139719,4.859999999999999,81
translation,NoReferencePenalty,5,2,64.2,64.19904022486247,5.46,91
translation,NoReferencePenalty,6,0,28.1,28.098995223783472,4.68,78
translation,NoReferencePenalty,6,1,44.199999999999996,44.19906839672217,4.859999999999999,81
translation,NoReferencePenalty,6,2,65.2,65.19886952496712,5.46,91
translation,NoReferencePenalty,7,0,29.1,29.09882439408384,4.68,78
translation,NoReferencePenalty,7,1,45.199999999999996,45.198897520503095,4.859999999999999,81
translation,NoReferencePenalty,7,2,66.2,66.19869870160863,5.46,91
translation,NoReferencePenalty,8,0,30.1,30.09865343535094,4.68,78
translation,NoReferencePenalty,8,1,46.199999999999996,46.198726514601134,4.859999999999999,81
translation,NoReferencePenalty,8,2,67.2,67.19852775010784,5.46,91
translation,NoReferencePenalty,9,0,31.1,31.098482347422205,4.68,78
translation,NoReferencePenalty,9,1,47.199999999999996,47.198555379303734,4.859999999999999,81
translation,NoReferencePenalty,9,2,68.2,68.19835666957778,5.46,91
translation,NoReferencePenalty,10,0,32.1,32.0983111300557,4.68,78
translation,NoReferencePenalty,10,1,48.199999999999996,48.19838411443285,4.859999999999999,81
translation,NoReferencePenalty,10,2,69.2,69.19818545967311,5.46,91
translation,NoReferencePenalty,11,0,33.099999999999994,33.098139782997535,4.68,78
translation,NoReferencePenalty,11,1,49.199999999999996,49.19821271974329,4.859999999999999,81
translation,NoReferencePenalty,11,2,70.2,70.19801412012548,5.46,91
translation,NoReferencePenalty,12,0,34.1,34.09796830599156,4.68,78
translation,NoReferencePenalty,12,1,50.199999999999996,50.198041194979695,4.859999999999999,81
translation,NoReferencePenalty,12,2,71.2,71.19784265067683,5.46,91
translation,ReferenceOnly,0,0,22.099999999999998,22.099999999999998,4.68,78
translation,ReferenceOnly,0,1,38.199999999999996,38.200000000001005,4.859999999999999,81
translation,ReferenceOnly,0,2,59.199999999999996,59.19999999999898,5.46,91
translation,ReferenceOnly,1,0,23.099999999999998,23.099999999999998,4.68,78
translation,ReferenceOnly,1,1,39.199999999999996,39.20000000000432,4.859999999999999,81
translation,ReferenceOnly,1,2,60.19999999999999,60.1999999999957,5.46,91
translation,ReferenceOnly,2,0,24.099999999999998,24.100000000000005,4.68,78
translation,ReferenceOnly,2,1,40.199999999999996,40.2000000000003,4.859999999999999,81
translation,ReferenceOnly,2,2,61.19999999999999,61.199999999999676,5.46,91
translation,ReferenceOnly,3,0,25.099999999999998,25.09999999999999,4.68,78
translation,ReferenceOnly,3,1,41.199999999999996,41.20000000000269,4.859999999999999,81
translation,ReferenceOnly,3,2,62.19999999999999,62.199999999997296,5.46,91
translation,ReferenceOnly,4,0,26.099999999999998,26.099999999999998,4.68,78
translation,ReferenceOnly,4,1,42.199999999999996,42.20000000000307,4.859999999999999,81
translation,ReferenceOnly,4,2,63.199999999999996,63.19999999999694,5.46,91
translation,ReferenceOnly,5,0,27.1,27.1,4.68,78
translation,ReferenceOnly,5,1,43.199999999999996,43.20000000000103,4.859999999999999,81
translation,ReferenceOnly,5,2,64.2,64.19999999999895,5.46,91
translation,ReferenceOnly,6,0,28.1,28.100000000000005,4.68,78
translation,ReferenceOnly,6,1,44.199999999999996,44.200000000003854,4.859999999999999,81
translation,ReferenceOnly,6,2,65.2,65.19999999999618,5.46,91
translation,ReferenceOnly,7,0,29.1,29.1,4.68,78
translation,ReferenceOnly,7,1,45.199999999999996,45.199999999992286,4.859999999999999,81
translation,ReferenceOnly,7,2,66.2,66.2000000000077,5.46,91
translation,ReferenceOnly,8,0,30.1,30.1,4.68,78
translation,ReferenceOnly,8,1,46.199999999999996,46.19999999999256,4.859999999999999,81
translation,ReferenceOnly,8,2,67.2,67.20000000000744,5.46,91
translation,ReferenceOnly,9,0,31.1,31.10000000000001,4.68,78
translation,ReferenceOnly,9,1,47.199999999999996,47.2000000000017,4.859999999999999,81
translation,ReferenceOnly,9,2,68.2,68.19999999999827,5.46,91
translation,ReferenceOnly,10,0,32.1,32.10000000000001,4.68,78
translation,ReferenceOnly,10,1,48.199999999999996,48.20000000000455,4.859999999999999,81
translation,ReferenceOnly,10,2,69.2,69.19999999999543,5.46,91
translation,ReferenceOnly,11,0,33.099999999999994,33.099999999999994,4.68,78
translation,ReferenceOnly,11,1,49.199999999999996,49.20000000000808,4.859999999999999,81
translation,ReferenceOnly,11,2,70.2,70.19999999999196,5.46,91
translation,ReferenceOnly,12,0,34.1,34.09999999999999,4.68,78
translation,ReferenceOnly,12,1,50.199999999999996,50.19999999998813,4.859999999999999,81
translation,ReferenceOnly,12,2,71.2,71.20000000001184,5.46,91
translation,LegacyObjective,0,0,22.099999999999998,22.100002486210563,4.68,78
translation,LegacyObjective,0,1,38.199999999999996,38.1999883734349,4.859999999999999,81
translation,LegacyObjective,0,2,59.199999999999996,59.20000914035453,5.46,91
translation,LegacyObjective,1,0,23.099999999999998,23.100000355172934,4.68,78
translation,LegacyObjective,1,1,39.199999999999996,39.19999833906213,4.859999999999999,81
translation,LegacyObjective,1,2,60.19999999999999,60.20000130576492,5.46,91
translation,LegacyObjective,2,0,24.099999999999998,24.100000050738984,4.68,78
translation,LegacyObjective,2,1,40.199999999999996,40.19999976272316,4.859999999999999,81
translation,LegacyObjective,2,2,61.19999999999999,61.200000186537835,5.46,91
translation,LegacyObjective,3,0,25.099999999999998,25.100000007248422,4.68,78
translation,LegacyObjective,3,1,41.199999999999996,41.199999966103306,4.859999999999999,81
translation,LegacyObjective,3,2,62.19999999999999,62.200000026648254,5.46,91
translation,LegacyObjective,4,0,26.099999999999998,26.100000001035493,4.68,78
translation,LegacyObjective,4,1,42.199999999999996,42.19999999515762,4.859999999999999,81
translation,LegacyObjective,4,2,63.199999999999996,63.20000000380689,5.46,91
translation,LegacyObjective,5,0,27.1,27.100000000147936,4.68,78
translation,LegacyObjective,5,1,43.199999999999996,43.19999999930823,4.859999999999999,81
translation,LegacyObjective,5,2,64.2,64.20000000054385,5.46,91
translation,LegacyObjective,6,0,28.1,28.10000000002114,4.68,78
translation,LegacyObjective,6,1,44.199999999999996,44.19999999990118,4.859999999999999,81
translation,LegacyObjective,6,2,65.2,65.2000000000777,5.46,91
translation,LegacyObjective,7,0,29.1,29.10000000000302,4.68,78
translation,LegacyObjective,7,1,45.199999999999996,45.199999999985884,4.859999999999999,81
translation,LegacyObjective,7,2,66.2,66.2000000000111,5.46,91
translation,LegacyObjective,8,0,30.1,30.10000000000044,4.68,78
translation,LegacyObjective,8,1,46.199999999999996,46.199999999997985,4.859999999999999,81
translation,LegacyObjective,8,2,67.2,67.2000000000016,5.46,91
translation,LegacyObjective,9,0,31.1,31.100000000000072,4.68,78
translation,LegacyObjective,9,1,47.199999999999996,47.19999999999972,4.859999999999999,81
translation,LegacyObjective,9,2,68.2,68.20000000000024,5.46,91
translation,LegacyObjective,10,0,32.1,32.10000000000003,4.68,78
translation,LegacyObjective,10,1,48.199999999999996,48.199999999999974,4.859999999999999,81
translation,LegacyObjective,10,2,69.2,69.20000000000005,5.46,91
translation,LegacyObjective,11,0,33.099999999999994,33.10000000000001,4.68,78
translation,LegacyObjective,11,1,49.199999999999996,49.2,4.859999999999999,81
translation,LegacyObjective,11,2,70.2,70.20000000000002,5.46,91
translation,LegacyObjective,12,0,34.1,34.10000000000002,4.68,78
translation,LegacyObjective,12,1,50.199999999999996,50.20000000000002,4.859999999999999,81
translation,LegacyObjective,12,2,71.2,71.20000000000003,5.46,91
translation,TightBudget,0,0,22.099999999999998,22.099999999999998,4.68,78
translation,TightBudget,0,1,38.199999999999996,38.199999999999996,4.859999999999999,81
translation,TightBudget,0,2,59.199999999999996,59.199999999999996,5.46,91
translation,TightBudget,1,0,23.099999999999998,23.099999999999998,4.68,78
translation,TightBudget,1,1,39.199999999999996,39.199999999999996,4.859999999999999,81
translation,TightBudget,1,2,60.19999999999999,60.19999999999999,5.46,91
translation,TightBudget,2,0,24.099999999999998,24.099999999999998,4.68,78
translation,TightBudget,2,1,40.199999999999996,40.199999999999996,4.859999999999999,81
translation,TightBudget,2,2,61.19999999999999,61.19999999999999,5.46,91
translation,TightBudget,3,0,25.099999999999998,25.099999999999998,4.68,78
translation,TightBudget,3,1,41.199999999999996,41.199999999999996,4.859999999999999,81
translation,TightBudget,3,2,62.19999999999999,62.19999999999999,5.46,91
translation,TightBudget,4,0,26.099999999999998,26.099999999999998,4.68,78
translation,TightBudget,4,1,42.199999999999996,42.199999999999996,4.859999999999999,81
translation,TightBudget,4,2,63.199999999999996,63.199999999999996,5.46,91
translation,TightBudget,5,0,27.1,27.1,4.68,78
translation,TightBudget,5,1,43.199999999999996,43.199999999999996,4.859999999999999,81
translation,TightBudget,5,2,64.2,64.2,5.46,91
translation,TightBudget,6,0,28.1,28.1,4.68,78
translation,TightBudget,6,1,44.199999999999996,44.199999999999996,4.859999999999999,81
translation,TightBudget,6,2,65.2,65.2,5.46,91
translation,TightBudget,7,0,29.1,29.1,4.68,78
translation,TightBudget,7,1,45.199999999999996,45.199999999999996,4.859999999999999,81
translation,TightBudget,7,2,66.2,66.2,5.46,91
translation,TightBudget,8,0,30.1,30.1,4.68,78
translation,TightBudget,8,1,46.199999999999996,46.199999999999996,4.859999999999999,81
translation,TightBudget,8,2,67.2,67.2,5.46,91
translation,TightBudget,9,0,31.1,31.1,4.68,78
translation,TightBudget,9,1,47.199999999999996,47.199999999999996,4.859999999999999,81
translation,TightBudget,9,2,68.2,68.2,5.46,91
translation,TightBudget,10,0,32.1,32.1,4.68,78
translation,TightBudget,10,1,48.199999999999996,48.199999999999996,4.859999999999999,81
translation,TightBudget,10,2,69.2,69.2,5.46,91
translation,TightBudget,11,0,33.099999999999994,33.099999999999994,4.68,78
translation,TightBudget,11,1,49.199999999999996,49.199999999999996,4.859999999999999,81
translation,TightBudget,11,2,70.2,70.2,5.46,91
translation,TightBudget,12,0,34.1,34.1,4.68,78
translation,TightBudget,12,1,50.199999999999996,50.199999999999996,4.859999999999999,81
translation,TightBudget,12,2,71.2,71.2,5.46,91
translation,LooseBudget,0,0,22.099999999999998,22.100000042832782,4.68,78
translation,LooseBudget,0,1,38.199999999999996,38.1999999208338,4.859999999999999,81
translation,LooseBudget,0,2,59.199999999999996,59.19999997142098,5.46,91
translation,LooseBudget,1,0,23.099999999999998,23.100000001893847,4.68,78
translation,LooseBudget,1,1,39.199999999999996,39.199999993760585,4.859999999999999,81
translation,LooseBudget,1,2,60.19999999999999,60.199999997133055,5.46,91
translation,LooseBudget,2,0,24.099999999999998,24.100000000019378,4.68,78
translation,LooseBudget,2,1,40.199999999999996,40.19999999947719,4.859999999999999,81
translation,LooseBudget,2,2,61.19999999999999,61.199999999702015,5.46,91
translation,LooseBudget,3,0,25.099999999999998,25.099941426047796,4.68,78
translation,LooseBudget,3,1,41.199999999999996,41.200003777404234,4.859999999999999,81
translation,LooseBudget,3,2,62.19999999999999,62.19997801501021,5.46,91
translation,LooseBudget,4,0,26.099999999999998,26.09999495756559,4.68,78
translation,LooseBudget,4,1,42.199999999999996,42.19999911432269,4.859999999999999,81
translation,LooseBudget,4,2,63.199999999999996,63.19999739682975,5.46,91
translation,LooseBudget,5,0,27.1,27.099976699831636,4.68,78
translation,LooseBudget,5,1,43.199999999999996,43.20003351214334,4.859999999999999,81
translation,LooseBudget,5,2,64.2,64.20001117599915,5.46,91
translation,LooseBudget,6,0,28.1,28.099998763514325,4.68,78
translation,LooseBudget,6,1,44.199999999999996,44.20000255100177,4.859999999999999,81
translation,LooseBudget,6,2,65.2,65.20000106192548,5.46,91
translation,LooseBudget,7,0,29.1,29.10000161838327,4.68,78
translation,LooseBudget,7,1,45.199999999999996,45.19999987437837,4.859999999999999,81
translation,LooseBudget,7,2,66.2,66.20000064358328,5.46,91
translation,LooseBudget,8,0,30.1,30.09999953659941,4.68,78
translation,LooseBudget,8,1,46.199999999999996,46.20000040752855,4.859999999999999,81
translation,LooseBudget,8,2,67.2,67.20000005202904,5.46,91
translation,LooseBudget,9,0,31.1,31.100000212331963,4.68,78
translation,LooseBudget,9,1,47.199999999999996,47.199999803583005,4.859999999999999,81
translation,LooseBudget,9,2,68.2,68.1999999666153,5.46,91
translation,LooseBudget,10,0,32.1,32.099999631909704,4.68,78
translation,LooseBudget,10,1,48.199999999999996,48.20000034541394,4.859999999999999,81
translation,LooseBudget,10,2,69.2,69.20000006088772,5.46,91
translation,LooseBudget,11,0,33.099999999999994,33.09999997789927,4.68,78
translation,LooseBudget,11,1,49.199999999999996,49.200000021894326,4.859999999999999,81
translation,LooseBudget,11,2,70.2,70.2000000043549,5.46,91
translation,LooseBudget,12,0,34.1,34.099999998722524,4.68,78
translation,LooseBudget,12,1,50.199999999999996,50.200000001400284,4.859999999999999,81
translation,LooseBudget,12,2,71.2,71.2000000003332,5.46,91
growth,Full,0,0,35.7,35.70000000000001,11.52,192
growth,Full,0,1,72.20000000000002,72.20000000000002,10.26,171
growth,Full,1,0,35.7,35.699999999999996,11.52,192
growth,Full,1,1,73.0,73.00000000000001,10.74,179
growth,Full,2,0,35.7,35.7,11.52,192
growth,Full,2,1,73.9,73.89999999999999,11.28,188
growth,Full,3,0,35.7,35.70000000000001,11.52,192
growth,Full,3,1,74.70000000000002,74.70000000000003,11.76,196
growth,Full,4,0,35.7,35.699999999999996,11.52,192
growth,Full,4,1,75.49999999999999,75.49999999999999,12.24,204
growth,Full,5,0,35.7,35.7,11.52,192
growth,Full,5,1,76.4,76.39999999999999,12.78,213
growth,Full,6,0,35.7,35.699999999999996,11.52,192
growth,Full,6,1,77.20000000000002,77.20000000000003,13.26,221
growth,Full,7,0,35.7,35.70000000000001,11.52,192
growth,Full,7,1,78.1,78.1,13.799999999999999,230
growth,Full,8,0,35.7,35.7,11.52,192
growth,Full,8,1,78.9,78.89999999999999,14.28,238
growth,Full,9,0,35.7,35.7,11.52,192
growth,Full,9,1,79.80000000000001,79.80000000000001,14.82,247
growth,Full,10,0,35.7,35.7,11.52,192
growth,Full,10,1,80.60000000000001,80.60000000000001,15.299999999999999,255
growth,RelativeWidth,0,0,35.7,35.70000000000001,11.52,192
growth,RelativeWidth,0,1,72.20000000000002,72.20000000000002,10.26,171
growth,RelativeWidth,1,0,35.7,35.7,11.271590296495955,192
growth,RelativeWidth,1,1,73.0,73.0,10.508409703504041,179
growth,RelativeWidth,2,0,35.7,35.699999999999996,11.004631578947368,192
growth,RelativeWidth,2,1,73.9,73.9,10.775368421052631,188
growth,RelativeWidth,3,0,35.7,35.70000000000001,10.777731958762885,192
growth,RelativeWidth,3,1,74.70000000000002,74.7,11.002268041237114,196
growth,RelativeWidth,4,0,35.7,35.7,10.559999999999999,192
growth,RelativeWidth,4,1,75.49999999999999,75.49999999999999,11.219999999999999,204
growth,RelativeWidth,5,0,35.7,35.7,10.325333333333331,192
growth,RelativeWidth,5,1,76.4,76.4,11.454666666666665,213
growth,RelativeWidth,6,0,35.7,35.7,10.125326876513316,192
growth,RelativeWidth,6,1,77.20000000000002,77.20000000000003,11.654673123486681,221
growth,RelativeWidth,7,0,35.7,35.7,9.909383886255924,192
growth,RelativeWidth,7,1,78.1,78.10000000000001,11.870616113744077,230
growth,RelativeWidth,8,0,35.7,35.7,9.725023255813952,192
growth,RelativeWidth,8,1,78.9,78.90000000000002,12.054976744186046,238
growth,RelativeWidth,9,0,35.7,35.699999999999996,9.525649202733485,192
growth,RelativeWidth,9,1,79.80000000000001,79.80000000000001,12.254350797266515,247
growth,RelativeWidth,10,0,35.7,35.7,9.355167785234901,192
growth,RelativeWidth,10,1,80.60000000000001,80.60000000000001,12.4248322147651,255
growth,OldTime,0,0,35.7,35.70000000000001,11.52,192
growth,OldTime,0,1,72.20000000000002,72.20000000000002,10.26,171
growth,OldTime,1,0,35.7,35.679084967320264,11.52,192
growth,OldTime,1,1,73.0,72.93202614379085,10.74,179
